issuekey,title,description,storypoint
TDQ-855,preview data get errors,right click table column select preview result right seems nothing serious error log view get tack orgeclipseswtswtexception failed execute runnable orgeclipseswtswtexception widget disposed orgeclipseswtswterrorswtjava orgeclipseswtswterrorswtjava orgeclipseswtwidgetssynchronizerrunasyncmessagessynchronizerjava orgeclipseswtwidgetsdisplayrunasyncmessagesdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava orgtalenddatacleansingcoreuiintroapplicationstartunknown source orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjava caused orgeclipseswtswtexception widget disposed orgeclipseswtswterrorswtjava orgeclipseswtswterrorswtjava orgeclipseswtswterrorswtjava orgeclipseswtwidgetswidgeterrorwidgetjava orgeclipseswtwidgetswidgetcheckwidgetwidgetjava orgeclipseswtwidgetstreegetselectiontreejava orgeclipsejfaceviewerstreeviewergetselectiontreeviewerjava orgeclipsejfaceviewerstreeviewersetselectiontreeviewerjava orgeclipsejfaceviewersabstracttreeviewersetselectiontowidgetabstracttreeviewerjava orgeclipsejfaceviewersabstracttreeviewersetselectiontowidgetabstracttreeviewerjava orgeclipsejfaceviewersstructuredviewerpreservingselectionstructuredviewerjava orgeclipsejfaceviewerstreeviewerpreservingselectiontreeviewerjava orgeclipsejfaceviewersstructuredviewerpreservingselectionstructuredviewerjava orgeclipsejfaceviewersstructuredviewerrefreshstructuredviewerjava orgeclipsejfaceviewerscolumnviewerrefreshcolumnviewerjava orgeclipsejfaceviewersstructuredviewerrefreshstructuredviewerjava netsourceforgesqlexplorerconnectionsconnectionsviewrununknown source orgeclipseswtwidgetsrunnablelockrunrunnablelockjava orgeclipseswtwidgetssynchronizerrunasyncmessagessynchronizerjava,3
TDQ-856,connection analysis mysql view keys indexes get npe,create connection analysis mysql run analysis right click table select view keys view indexes get stack javalangnullpointerexception orgtalenddataprofilercoremodelsqlexplorerbridgefindsqlexplorertablenodeunknown source orgtalenddataprofilercoreuieditoranalysisabstractfiltermetadatapagewidgetselectedunknown source orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava orgtalenddatacleansingcoreuiintroapplicationstartunknown source orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjava,3
TDQ-2217,jvm terminated error xmxm xmxm,starting top xmxm xmxm setting talendopenprofilermacosxcarbonini talendopenprofilermacosxcarbonapp package top terminates startup error message jvm terminated screendump error message attached xmxm largest value allows top start,2
TDQ-2391,tables within entity cant execute analsysis tables,example comes customer tables subsystems within database impossible profile number tables exceeds table limit obviously major problem system legitimately limit way either make limitation configurable eliminate together,13
TDQ-903,missing fields generated pdf report,generating pdf reports relation check column set comparison template basic match talend print analysis name name report displayed top report makes hard understand analysis one looking secondly types reports missing fields purpose description makes even harder read report since miss explanatory fields would great idea add report templates default charts numeric information backed free text fields,5
TDQ-1980,get changes database compare editor,click copy nonconflicting changes button database compare editor get following exception database retrieved repository view,3
TDQ-962,add confirmation preference change database,preference page user changes reporting database click apply database version correct nothing particular nothing tells user please add popup following text externalized connection successful datamart well configured,5
TDQ-1875,feature request allow disabling rules analysis keep list,dear team would nice feature would allow user disable certain rulesindicator envision operation next remove icon analysis settings window user enabledisable selected rule would help running one particular rule several rules testing investigation thanks,20
TDQ-2104,support vertica database,add vertica database support top define database language vertical make possible allow users configure customized database,20
TDQ-1230,add column information message pattern isnt validated tmultipatterncheck,could useful set extra column optional tmultipatterncheck provide functional messages pattern isnt validated moment line rejected dont information pattern invalidated row option would enable users better qualify rejects enriching reject flow additional information,1
TDQ-1254,change connect configuration data data connection change automatically,create dbconnection open dbconnection editor click edit database connection dialog change server another one available finish result check editor connection information changed database information repository original data refreshed connecting new dbserver reload dbconnection data dbconnection changed new orginal server database whose name similar new one replace old one database compare show right result distant strecture new server data local original data,3
TDQ-3298,respository joblet switch talend profiler display failure,create one job tmysqlinputlogrowthen refactor joblet named mysqlrun job switch talend profileryou see connection display schema dbsee jpg continue switch talend integration throw errors javalangexception url connection parameter null orgtalendcoremodelmetadatabuilderdatabasedqrepositoryviewserviceloadviewsunknown source orgtalendcoremodelmetadatabuilderdatabasedqrepositoryviewservicegetviewsunknown source orgtalenddqnodesdbviewfolderrepnodecreaterepositorynodeviewfoldernodeunknown source orgtalenddqnodesdbviewfolderrepnodegetchildrenunknown source orgtalenddataprofilercoreuiviewsproviderresourceviewcontentprovidergetchildrenunknown source orgeclipseuimodelbaseworkbenchcontentproviderhaschildrenbaseworkbenchcontentproviderjava orgtalenddataprofilercoreuiviewsproviderresourceviewcontentproviderhaschildrenunknown source orgeclipseuiinternalnavigatorextensionssafedelegatetreecontentproviderhaschildrensafedelegatetreecontentproviderjava orgeclipseuiinternalnavigatornavigatorcontentservicecontentprovidercallnormalhaschildrennavigatorcontentservicecontentproviderjava orgeclipseuiinternalnavigatornavigatorcontentservicecontentprovideraccessnavigatorcontentservicecontentproviderjava orgeclipseuiinternalnavigatornavigatorcontentservicecontentproviderrunnavigatorcontentservicecontentproviderjava orgeclipsecoreruntimesaferunnerrunsaferunnerjava orgeclipseuiinternalnavigatornavigatorcontentservicecontentproviderhaschildrennavigatorcontentservicecontentproviderjava orgeclipseuiinternalnavigatornavigatorcontentservicecontentproviderhaschildrennavigatorcontentservicecontentproviderjava orgeclipsejfaceviewersabstracttreeviewerisexpandableabstracttreeviewerjava orgeclipsejfaceviewerstreeviewerisexpandabletreeviewerjava orgeclipsejfaceviewersabstracttreeviewerisexpandableabstracttreeviewerjava orgeclipsejfaceviewersabstracttreeviewerupdateplusabstracttreeviewerjava orgeclipsejfaceviewerstreeviewerupdateplustreeviewerjava orgeclipsejfaceviewersabstracttreeviewercreatetreeitemabstracttreeviewerjava orgeclipsejfaceviewersabstracttreeviewerrunabstracttreeviewerjava orgeclipseswtcustombusyindicatorshowwhilebusyindicatorjava orgeclipsejfaceviewersabstracttreeviewercreatechildrenabstracttreeviewerjava orgeclipsejfaceviewerstreeviewercreatechildrentreeviewerjava orgeclipsejfaceviewersabstracttreeviewercreatechildrenabstracttreeviewerjava orgeclipsejfaceviewersabstracttreeviewerhandletreeexpandabstracttreeviewerjava orgeclipsejfaceviewerstreeviewerhandletreeexpandtreeviewerjava orgeclipsejfaceviewersabstracttreeviewertreeexpandedabstracttreeviewerjava orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetstreegtktestexpandrowtreejava orgeclipseswtwidgetswidgetwindowprocwidgetjava orgeclipseswtwidgetsdisplaywindowprocdisplayjava orgeclipseswtinternalgtkosgtkmaindoeventnative method orgeclipseswtinternalgtkosgtkmaindoeventosjava orgeclipseswtwidgetsdisplayeventprocdisplayjava orgeclipseswtinternalgtkosgmaincontextiterationnative method orgeclipseswtinternalgtkosgmaincontextiterationosjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava orgtalenddatacleansingcoreuiintroapplicationstartunknown source orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjava,3
TDQ-1340,sort regex pattern txxxinvalidrowvalidrow,choose regex pattern list value sorted,8
TDQ-1359,outofmemoryerror tmatchgroup,see related discussion topic,13
TDQ-1556,import connections csv tdq product cant retrieve table,import connections csv tdq product cant retrieve tablebut tis works,8
TDQ-1576,tfirstnamematch returns firstname several matches exist,component returns standard firstname one firstname matched inconvenient use country gender information exist always several matches,3
TDQ-1584,tgenkey block profiler work tmdminput,tgenkey block profiler work tmdminput,13
TDQ-3227,add ability lookup dependencies given object repository repository objects crossreferences,could really nice ability find dependencies given object tdq repository like already studio instance like able answer question give list analysis use rule give list reports use analysis adding find dependencies contextual menu rightclicking element repository could useful,13
TDQ-3228,add export items item contextual menu repository,user would expect behaviour tis tdq instance like export items item contextual menu repository backup tdq repo unfortunately item doesnt exist find related icon upper toolbar userfriendly users dont find icon theyre used rightclick export items please unify userexperience add export items directly contextual menu repository would help users switch tdq find behaviour data profiler perspective,5
TDQ-3249,indicators indicators category internationalized,text appearing column indicator selection window must internationalized particular strings indicatorenum externalized,8
TDQ-3322,list contexts detail view,focus analysis editor detail view shows contexts used analysis connection focus report editor detail view shows contexts used analyses compose report,13
TDQ-3330,cannot find synonym index typing key wordlike,cant find synonym index type key wordjust like isare add endlike match component tsynonymsearch studio talend mdm studiompx,1
TDQ-3389,enhance connection pool executing analysis,connection pool instance created analysis currently make connection pool shared among analyses,40
TDQ-3470,get job correctly drill item pattern matching item result page,create column analysis add pattern email address pattern librariespatternsregexinternet run anlaysis result page right click pattern patternmatching table select generate job popup menu select generate etl job get valid rows get job popup dialog wont disappear get error issue columnset analysis please make sure similar function work well,5
TDQ-3490,amend udi definition allow drilldown result sets,per suggestion thread enable drilldowns udis amending information captured edit expression dialog follows tweak udi indicator definition window along lines move indicator category prior indicator definition indicator category defines columns expected result set within edit expression window extra input fields available one column expected per indicator category extra field would contain expression used given column existing expression field would used sql required obtain result set probably need separate though optional input field group clause would applied suffix current open profiler functionality would achieved building necessary sql constituent elements window would need wrap outermost select around expression provided within use group clause field view rows capability would able use logic within retrieve underlying data course always simpler conceptualise solution code,3
TDQ-3605,uncheck selected columns saved,create column analysis selected columnssave reopen analysis columns still try uncheck columns colulmn selection dialogboth try click table folder colulmn one one click okclose dialog check analysis editor colulmns still therechecked status save reopen columns still issue content compare analysis shoule make sure columncolumnsetcontentcomparenorminal correlationnumerical correlationtime correlationfunction dependency analysis work well check uncheck function work well column selection dialog work well delete selected columns column editor delete buttonespecially deleting one column,3
TDQ-3606,cant match right data lower score searchingtsynonymsearch lucene,data synonym matched correctly want find data standard component tsynonymsearch fact data input data synonym lower score others less synonym data studio talend mdm studio tis tdq enterprise mpxr system ubuntu,13
TDQ-3608,set threshold filter match results tsynonymsearch component low score,cant match right data data input includes words like lade data synonyminput cant matched correctly data input words like studio tis tdq enterprise mpx system ubuntu,1
TDQ-3617,generate job get patterns run generated job error,right click patterns regex repository select generate jobs get patterns option generate job run job get error exception component tfindregexlibexpressions orgdomjdocumentexception error line document element type must terminated matching endtag nested exception element type must terminated matching endtag orgdomjiosaxreaderreadsaxreaderjava orgdomjiosaxreaderreadsaxreaderjava agetwebpatternsgetwebpatternstfindregexlibexpressionsprocessgetwebpatternsjava,8
TDQ-3625,create new report twice second time successful,analysis create new report twice second time see report successfully note make replace replace,5
TDQ-3642,parser rule import export issues,tried export parser rule item didnt find export rule item find menu export talend exchange parent node click menu generate csv file zip file zip empty csv file contains title column doesnt contain rule item tried import function import exported empty csv file think correct result pop dialog tell user valid rules file nothing result import rule empty label empty content repository another talend exchange get one rule exchange test parser rule tried import local import operation finished cant get rule local repository even workspace checked disk pop dialog shows items import list imported successfully already exists error message seems import times think item exists shouldnt error message warning message better think,2
TDQ-3676,ability define order analysis report,appear mechanism ordering anaylsis used report thought ordered alphanumerically seen example goes analysisname analysisname analysisname analysisname mechanism allow user defined ordering analysis report would useful,8
TDQ-3684,register via proxy doesnt work,dear team registering within corporate network uses proxies internet connection work put proxy information network settings always recognize top asked provide user information registration function also work usually around issue using home network connection going back failed attempt network settings include information entered gone,3
TDQ-3688,profile freezes never comes back,creating connection tdq profiler export context clicked try save talend hangs doesnt comeback think might due reason context concept case would better option export context side,3
TDQ-3691,configuration wizard failed tfixedflowinput,data column empty configuration wizard dialog tmatchgroup tfixedflowinput,3
TDQ-3692,order results column analysis using udi appears random,udi freqency analsyis use analysis run analysis teh studio results shown decending order frequency however analysis used report shows results random order please see attached examples,5
TDQ-3769,synonym index tree item doesnt order items,synonym index view open one index file items tree ordered,5
TDQ-3811,time run exportitems use commandline many unexpect info popup,time run exportitems use commandline many unexpect info popup entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternsregexaddresspostalcodeorpincodeofindiapattern entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternsregexinternetwebsiteurlpattern entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternsregexdatefrenchdatepattern entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternsregexphonefrphonenumberpattern entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternssqlinternetemailyahoopattern entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariesindicatorssystem indicatorscorrelationmultiplecolumnfrequencytabledefinition entry orgtalendplatformlogging message info orgtalenddataprofilercoreuiimexmodelfilesystemexportwriter exporting fbuildvrctalendallrvrccommandlineworkspacetesttdqlibrariespatternsregexnumberintegervaluespattern,5
TDQ-3840,column set analysis last run one show content,create reportaaa contains column set analysis generate report file aaa check function reportingtable analysiscolumn set analysis result retrieve correct try check content three file last generate one show content run report studio check dqportal show content make work well mysql oracle datamart branch trunk,8
TDQ-3903,exists table shown user portal overview analysis report,start portal run overview analysis report result table list real exists table total take look screen shot,2
TDQ-3906,output tmatchgrouphadoop optional,currently tmatchgrouphadoop component output match result current pass effect output wont necessary immediate follow component also tmatchgrouphadoop add checkbox properties panel tmatchgrouphadoop called keep data hadoop unchecked component works currently working data retrieved hadoop hdfs output job flow checked component leaves data hadoop hdfs default checkbox unchecked,13
TDQ-3917,portal template design improvements,login tdquser choose menu reportingcolumn analysissimple statistics could see many kinds reports kinds means classification reports portal frequency statisticspattern matching similarly could find frequency report pass frequency statistics menu pattern matching report also like think frequency report matter menu passedsimple statistics menu frequency statistics menu simple statistics report frequency statistics report pattern matching report template could see initial templates report simple statisticsfrequency statisticspattern matching use template pcolumnbasicjrxml templates different think wrong case need fix one one time consuming think original designers ideas think use template report try use,8
TDQ-3978,ctrls save pattern editor,talendstudiorvnb shortcut ctrls save pattern editor save save button,2
TDQ-4018,start top redhat welcome page blank create files help inform wizard blank,start top redhat check welcome page blank try crate analysis file help information also blank sometimes pop new file show help information refer pic,3
TDQ-4036,review existing cheat sheets list missing ones,cheat sheet create file connection instance please list missing cheat sheets correspond creation menus repository view think cheat sheets add well decide later one implemented,8
TDQ-4037,improve details view,see attached screen capture,13
TDQ-4039,colse configuration wizard save origianl tab value current one,create job tmatchgroup component run job correctly get configuration wizard component click duplicate rule icon get new rule named match rule whose value component one select match rule tab click refresh get result component issue change match rule tab refresh get result click close wizard check property tmatchgroup save value component current one close dialogissue,8
TDQ-4054,repository view improvements,icons fully visible linux scrollbar appear needed,5
TDQ-4056,wrong label summary statistics,summary statistics table result tab column analysis display count value instead,1
TDQ-4067,blank pattern test make different result tab java,pattern test result blank text tab character choose connections test got nonmatch java got match shall make results unanimous match nonmatch,5
TDQ-4108,unable drill teradata databases,issue similar one raised old bug tracker unable drilldown teradata database repository able drill downand view database structure data explorer view drill working top neither top tos,3
TDQ-4116,welcome screen different local remote connections,talend data quality exposes different welcome screens local remote connections screen shots attached task low priority doesnt impact anything ive created task might related task,5
TDQ-4117,top connection referencing wrong columns,connection mysql multiple catalogs multiple tables look columns specific table cifcustomer top columns match mysql workbench column reload columns match whats mysql workbench try columnset column analysis point cifcustomer table columns correct,5
TDQ-4133,permgen space exception data explorer,got permgen space exception running query see invalid rows rule applied table analysis see dqrule log main info orgtalendcoremodelmetadatabuilderutilmetadataconnectionutils database product name mysql main info orgtalendcoremodelmetadatabuilderutilmetadataconnectionutils database product version log thread info orgtalenddqanalysisanalysisexecutor connection tojdbcmysqllocalhosttbinodatetimestringsynctrue thread info orgtalendcwmmanagementconnectiondatabasecontentretriever database product namemysql thread info orgtalendcwmmanagementconnectiondatabasecontentretriever database product versionlog thread info orgtalenddqanalysistableanalysissqlexecutor computing indicator row count thread info orgtalenddqanalysistableanalysissqlexecutor executing query select count tbicustomer thread info orgtalenddqanalysistableanalysissqlexecutor computing indicator rule thread info orgtalenddqanalysistableanalysissqlexecutor executing query select count tbicustomer email like company email like com worker info orgtalenddataprofilercoreuiactionactionsrunanalysisaction analysis rule execution code duration main info orgtalendcwmmanagementconnectiondatabasecontentretriever database product namemysql main info orgtalendcwmmanagementconnectiondatabasecontentretriever database product versionlog error informing user event loop exception javalangoutofmemoryerror permgen space javalangclassloaderdefineclassnative method javalangclassloaderdefineclasscondclassloaderjava javalangclassloaderdefineclassclassloaderjava orgeclipseosgiinternalbaseadaptordefaultclassloaderdefineclassdefaultclassloaderjava orgeclipseosgibaseadaptorloaderclasspathmanagerdefineclassclasspathmanagerjava orgeclipseosgibaseadaptorloaderclasspathmanagerfindclassimplclasspathmanagerjava orgeclipseosgibaseadaptorloaderclasspathmanagerfindlocalclassimplclasspathmanagerjava orgeclipseosgibaseadaptorloaderclasspathmanagerfindlocalclasslockclassloaderclasspathmanagerjava orgeclipseosgibaseadaptorloaderclasspathmanagerfindlocalclassclasspathmanagerjava orgeclipseosgiinternalbaseadaptordefaultclassloaderfindlocalclassdefaultclassloaderjava orgeclipseosgiinternalloaderbundleloaderfindlocalclassbundleloaderjava orgeclipseosgiinternalloaderbundleloaderfindclassinternalbundleloaderjava orgeclipseosgiinternalloaderbundleloaderfindclassbundleloaderjava orgeclipseosgiinternalloaderbundleloaderfindclassbundleloaderjava orgeclipseosgiinternalbaseadaptordefaultclassloaderloadclassdefaultclassloaderjava javalangclassloaderloadclassclassloaderjava netsourceforgesquirrelsqlfwsqlsqlconnectioninitsqlconnectionjava netsourceforgesqlexplorerdbproductsqlconnectioninitsqlconnectionjava netsourceforgesqlexplorerdbproductmanageddrivergetconnectionmanageddriverjava netsourceforgesqlexplorerdbproductusercreatenewconnectionuserjava netsourceforgesqlexplorerdbproductusergetconnectionuserjava netsourceforgesqlexplorerdbproductsessiongrabconnectionsessionjava netsourceforgesqlexplorerdbproductconnectionjobrunconnectionjobjava orgeclipsecoreinternaljobsworkerrunworkerjava dialog open exception javalangoutofmemoryerror permgen space,13
TDQ-4159,cant show column filter table filter text table include many columns,table include many columns open select column dialog cant show column filter table filter text correctlly see screenshot ajpg right show bjpg,5
TDQ-4179,user defined indicator cannot duplicated,tried duplicate user defined indicator pops dialog says indicators type could duplicated,5
TDQ-4183,enable cascade rules trulesurvivorship component,permit users resolve survivors several steps,13
TDQ-4189,import items overwrite function system indicator,workspace got column analysis system indicators indicators one definition mysql workspace got another column analysis indicators indicators also one definition postgresql import workspace whatever overwrite used indicators always one side cant work well overwrite analysis cant work analysis cant work,28
TDQ-4193,create tuj tdq,create tuj test changes done tdq see sizhao liu need information,2
TDQ-4234,store report execution time,run report several times analysis refreshed loose information time report executed results bugs generated reports duplicated rows overview analysis todo store metadata results report object store information fact tables datamart create database migration task add columns items worked related issues,5
TDQ-4268,according suggestions tech meeting tdq clean undisposed system resources,use tools mentioned meeting sleak etc find resources projects disposed appropriately dispose right way,8
TDQ-4313,edit system indicators name may lead problems migration,product change name system indicator lead uuid migration new workspace,3
TDQ-4327,error happens displaying help contents studio,open help window studio contents left panel empty click index tab error occurs,2
TDQ-4329,need fix review junits,heres list failed junits actually trunk branch related orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgettypesystem orgtalendcwmdbconnectiondbconnecttesttestretrievecolumn orgtalendcwmmanagementapidbmslanguagetesttestdbmslanguage orgtalendcwmmanagementapidbmslanguagetesttestdbmslanguagestring orgtalendcwmmanagementapidbmslanguagetesttestdbmslanguagestringintint orgtalendcwmmanagementapidbmslanguagetesttestand orgtalendcwmmanagementapidbmslanguagetesttestor orgtalendcwmmanagementapidbmslanguagetesttestbetween orgtalendcwmmanagementapidbmslanguagetesttestnotequal orgtalendcwmmanagementapidbmslanguagetesttesteos orgtalendcwmmanagementapidbmslanguagetesttestgetdbmsname orgtalendcwmmanagementapidbmslanguagetesttestgetdefaultlanguage orgtalendcwmmanagementapidbmslanguagetesttesttoqualifiedname orgtalendcwmmanagementapidbmslanguagetesttestgetzqlparser orgtalendcwmmanagementapidqrepositoryviewservicetesttestgettables orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgetschemas orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgettableswithcolumns orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgetcolumns orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgettableswithoutcolumns orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgetviewswithcolumns orgtalendcwmmanagementconnectiondatabasecontentretrievertesttestgetdatatype orgtalenddqanalysisexplorepatternexplorertesttestgetinvalidrowsstatement orgtalenddqanalysisexplorepatternexplorertesttestgetvalidrowsstatement orgtalenddqsqlconverterscwmzexpressiontesttestgetoperator orgtalenddqsqlconverterscwmzexpressiontesttestsetoperandscolumncolumn orgtalenddqsqlconverterscwmzexpressiontesttestgetcolumn orgtalenddqsqlconverterscwmzexpressiontesttestgetcolumn orgtalenddqsqlconverterscwmzexpressiontesttestgeneratezexpression orgtalenddqsqlconverterscwmzexpressiontesttestgenerateexpressions orgtalenddataqualitymatchingdatepatterndatepatternretrievertesttesthandle orgtalenddataqualitystandardizationindextestindexbuildertesttestgetindex orgtalenddataqualitystandardizationindextestindexbuildertesttestinitializeindex orgtalenddataqualitystandardizationindexsynonymindexbuildertestdeleteindexfromfs orgtalenddataqualitystandardizationmaintestbooleanquerytesttestand orgtalenddataqualitystandardizationmaintesthandluceneimpltesttestcreateindex orgtalenddataqualitystandardizationmaintesthandluceneimpltesttestgetsearchresultstringstringmapofstringstringboolean orgtalenddataqualitystandardizationquerytestfirstnamestandardizetestteststandardizestringstring,40
TDQ-4351,fix problems handluceneimpltest firstnamestandardizetest,tests running junit tests environment need run plugin junit tests,2
TDQ-4377,messy layout analysis summary,layout summary data could overhaul title data text run together spacing,2
TDQ-4378,check indicators uuids,attached document describes uuids april check whether changed,8
