issuekey,title,description,storypoint
MDL-30431,attempting edit wiki comments another user causes error,replication steps user student role creates comment wiki user teacher role tries edit user comment user tries save edited comment noformat coding error detected must fixed programmer invalid state passed moodlepagesetstate state state requested noformat user able edit comment quite happily,13
MDL-30668,prevent grader report storing serialized data userpreferences table,see mdl categories collapsed grader report appears array serialized stored userpreferences table table really simple name value pairs would good could avoid storing serialized data instead stored human readable data,20
MDL-30812,latest backup files generate errorsettinginvaliduilabel upon restore,administrators staff unable restore recently created course backup files prior upgrade backup file created restored new course even since upgrade restore process goes steps upon pressing restore errorsettinginvaliduilabel generated upon pressing continue restored course showing invisible course process restored never completes upgrade latest moodle version alleviate error problem appears creation backup file created since upgrade generating errorsettinginvaliduilabel backups created prior still restored successfully,20
MDL-30839,form validation error recovery,better mechanism needs used help users identify errors form submissions text appears page invalid submission easily found screen reader users several techniques improving error recovery forms basic premise either automatically set focus error message usually used serverside validation use aria attributes notify user error message usually used clientside validation provide enough detail error message user knows error provide links within context error message allow users easily jump parts form errors occurred webaims tutorial error recovery forms technique creating mechanism allows users jump errors,20
MDL-30852,user report grade view inaccessible table,table used display grades user report grade view complex data table thus needs headers explicitly attached correct data cells complex data table mean single set headers across either rows andor columns webaims example simple data table view scope attribute correct way implement complex data tables view webaims headers attributes,8
MDL-30895,provide easier chat reading screen reader users accessible chat activity,accessible version chat activity accessible could usable way navigate discussion bit cumbersome listen screen reader users use definition lists might better store chat messages table three columns column one would header column include posters name column would message column would time stamp would allow screen reader users simply navigate second column easily hear pertinent information persons name message current definition lists semantically correct quite verbose cumbersome navigate screen reader users,13
MDL-31089,new posts listing moodle ignores groups,students seeing posts since last login notifications course overview moodle even posts belong groups access presumably students get notification new posts able see replication steps create course forum set separate groups create two groups enrol students post something one groups forum log student group see post since last login message subject course overview,40
MDL-31356,ims enterprise enrol plugin added features,ive added following features ims enterprise enrol plugin ability update course full name ability update course short name ability create nested categories course creation ability update user record fields plugin already knew except username ability setupdate authentication type user creation updates ive added options settingsconfig area plugin turn onoff course user updates set separator character nested categories,40
MDL-31379,introduce new grading fields dategraded datesubmitted,could possibly new fields grading objects make grading easier note libgradegradegradephp codetodo hack create new fields code,5
MDL-31410,paypal ipn script exposed messagesend failure,issue includes resolution merely needs marked fixed merged main development branch ipnphp script part paypal enrolment method makes calls function messagesend cause entire paypal enrolment method fail ipn script called paypal payment processed paypal calls script passes various tokens regarding transaction ipn script opens handle paypal connection evaluates received tokens validates enrols student accordingly notifies student instructors admins via call messagesend closes connection paypal various people reporting paypal enrolments work fine start getting ipn failure warning messages paypal ipn history paypal see list failed transactions server moodle response whats happening people step failing ipn script dies product messagesend failing php server process would seem time cause web server return paypal since step completed end users moodle getting need plugin however paypal doesnt tolerate responses long automatically disables ipn messaging causing paypal enrolments fail entirely solution proposing really simple ive modified ipnphp use wrapper function messagesend puts call trycatch block insulates execution ipnphp whatever messagesend failures ruining whole experience believe resolving issue messagesend another matter may merely misconfiguration thing though others systems send emails successfully guess situations arent depending function ive attached modified version ipnphp hope immediately merged main development branch probably affecting even people complaining issue observed personally across wide range moodle installations ive avoided fixing run weekly builds hoping someone else would fix push came shove thus fixed,3
MDL-31501,new session infrastructure file database memcached storage,finds memcache session handling important performance code commented hopefully good enough added core edit ticket highjacked memcached session handler instead memcache,100
MDL-31560,new messagesend api incapable sending notfications cfgnoreplyaddress,old emailtouser api could need able many places code currently use emailtouser updated messagesend future please extend api make possible old system able set fake name beside cfgnoreplyaddress example might get emails shy user noreplymoodleorg example forum poster decided want keep email private quiz system noreplymoodleorg emails generated code think usecases important need implemented api see hard messages hang around time messageworking table guarantee messages sent synchronously message output plugins address message table stored userid null default column note issue different mdl,8
MDL-31597,user report weights displayed percentage,display weights grade items user report grade book displayed percentages incorrect percentages used percentages aggregations settings grade administration course grade settings user report set show weightings show assign weights grade items shown following,13
MDL-31625,overfilling entries replace causes error,column constrained limit like mdllog url replace new url larger search url fail noformat error writing database information error debug info error value long type character varying update mdllog set url replaceurl array stack trace line libdmlmoodledatabasephp dmlwriteexception thrown line libdmlpgsqlnativemoodledatabasephp call moodledatabasequeryend line libdmlpgsqlnativemoodledatabasephp call pgsqlnativemoodledatabasequeryend line libadminlibphp call pgsqlnativemoodledatabaseexecute line adminreplacephp call dbreplace noformat jason ilicic made fixes dbreplace function fix database issues running running replace command fields dont search url postgresql update creates another row tags old row reusable effectively doubling database size replacing url greater original making column larger constraints column chars mdllog url data chars update fail replace url greater search url replace search url column equal greater size search url,13
MDL-31776,additional name fields allow asian languages flexibly display user names chinese characters local phonetic system romanization,alternate name fields proposal behalf moodle association japan willing work closely moodle improvement help providing funding development standard moodle two fields names firstname lastname countries use different writing system means two sets names need displayed name local writing system name romanization moodle needs way input types names individual administrator perhaps course level determine names appear various moodle contexts ideal configuration propose three additional fields surnamephon givenphon alternatename standard english european usage would ignored japanese chinese korean perhaps writing systems thai various indian languages arabic possible entries would look like lastnamefirstnamelastphonfirstphonalternate japanesesatou hiroshi korean gyubo chinesechen meihua site administrator would select fullname variable would appear japanese example administrator might select lastname firstname alternate students names would appear kanji romanization following kanji would allow everyone know name pronounced even japanese need since alternate pronunciations kanji example could read kamibe kambe depending preference users family combination could also selected default user names appear various tables selected fields tables one asian phonetic fields rather standard alphabet display filtering list first name last name similar selection display would appear selected alphabetic system chinese selection would also need made phonetic system use taiwan uses bopomofo zhuyin system mainland china uses pinyin system student display many asian languages another problem encountered much west people identical names plus fact languages namely japanese chinese convenient method ordering names chinese characters means schools rely student ordering identifying students rather addition names thus also option site setup selecting studentid field displayed left names various listings grade book assignment evaluation etc complexity coding time problem quite complex since involves modifying core code perhaps files database table displays preference selections etc would need done close coordination moodle headquarters would benefit improvement probably every institution asia staff read local language need able display names local language roman letters various rather unsatisfactory hoc solutions currently used permanent elegant solution urgently needed,100
MDL-31830,replacement course category management pages,issue created look possible replacement course category management pages within moodle management system currently getting pretty antiquated could really make could greatly streamlined get desiredcommon features onto fewer pages would also great process adding moving deleting categories could simplified likely enhancement could help think ajax loading drag drop,100
MDL-31989,global search,global search currently removed moodle part gsoc project ive rewritten tomasz murass global search implementation current dev master branch may view demo play usernamesearchadmin password searchadmin docs,20
MDL-32275,enrolusersphp shows last access platform last access course,view enrolusersphp course specific shows users enrolled course nevertheless field last access shows time user last accessed platform although never accessed course last course access much earlier one expects field tells user last accessed course,8
MDL-32450,dragmath gpl issue,dragmath jar dragmathjar file distributed moodle source code available goes jars libdragmathappletlib,8
MDL-32570,deleting miscellaneous category broke ability use ims enterprise create courses,deleted miscellaneous category moodle ran ims enterprise script courses created incident sounds similar posting remove one section script really term tag course category specified courses created fine created miscellaneous category script runs without problem empty course name spring name category created miscellaneous category real courses created spring category dont know matters php version,2
MDL-32592,category undefined ims enterprise,line enrolimsenterpriselibphp script checks categorystring longer however category empty result error notice undefined property stdclasscategory workspacemoodleenrolimsenterpriselibphp line serious matter small bug easily fixed adding different statement ifemptygroupcategory provide patch necessarily best regards henrik,2
MDL-32746,user login trigger event,would possible add user login event events api event could triggered completeuserlogin function moodlelibphp eventstriggeruserlogin user,3
MDL-32862,links resource types break upgrade followed backup restore,steps reproduce create moodle course resource following type url text page web page directory topic course wysiwygeditable text course create link resource upgrade moodle instance moodle point youll find link still works point modresourceviewphp redirect correct moodle url modpageviewphp create backup file course restore backup file new course result link restored course work point modresourceviewphp page show error message invalid course module,13
MDL-32917,upgrade dateselector use yui calendar module,dateselector libformyuidateselectordateselectorjs still using yui calendar able convert yuicalendar relatively easily,13
MDL-33057,rewrite dnd upload yui module performance,something would really nice given much course ajax converted yui modules really well keep things clean organised cheers sam,100
MDL-33343,unable create new page wiki,problem happened partners website running latest although reproduce computer attempting create new page wiki following error occurs code default exception handler error writing database debug duplicate entry key wikisubwwikgrouseuix insert wikisubwikis wikiidgroupiduserid values array line libdmlmoodledatabasephp dmlwriteexception thrown line libdmlmysqlinativemoodledatabasephp call moodledatabasequeryend line libdmlmysqlinativemoodledatabasephp call mysqlinativemoodledatabaseinsertrecordraw line modwikilocallibphp call mysqlinativemoodledatabaseinsertrecord line modwikipagelibphp call wikiaddsubwiki line modwikicreatephp call pagewikicreatecreatepage referer code,5
MDL-33600,checkbox control sending feedback grading assignment,previously checkbox gave marker option send feedback grading assignment checkbox longer appears honest dont think option necessary recording absence sake consistency,8
MDL-33618,way hide messages configured never sent,user view messages sent himher via recent notifications profile messages even messages user configured receive admin forced users receive way suppress messages never actually delivered user,13
MDL-33741,teacher cant access course files hidden categories using filepicker server files repository,replication instructions login administrator create categories create two courses one category assign teacher create file resource file course hide one categories logout login teacher enter course visible category create file resource click add file button access file picker select server files repository click system access root dir result course hidden category listed try steps admin able see course files,4
MDL-34055,database function fast bulk inserts,inserting large number records insertrecord quite slow hundred per insert ive done testing found possible get performance boost bundling multiple inserts one query using syntax insert table field field field values ive written generic function bulk inserts quote insert multiple records table using batch insert syntax speed param string table database table inserted param iterator iterator iterable object moodlerecordset array containing objects inserted table return true throws dmlexception error public function insertrecordsviabatchtable iterator quote function builds query adding records iterator reaches either maximum query length maximum record count predefined constants insert starts building fresh query accepting iterator pass whole array recordset avoid storing data inserted memory although works simple cases finding quite subtleties depths dmllib make work field types databases think core dml changes might needed wondering would interest getting core,8
MDL-34161,fix lti backup restore support course site tools submissions,reviewing mdl discovered handling information backup restore especially related modules pointing course site tools far perfect also seems submissions arent handled issue fix backup restore processes support information,1
MDL-34182,invalid json output filepicker repository plugins output invalid content,installed moodle tried upload restore backup files moodle select small backup file run file picker select larger one say megs using file picker error dialogue box comes informing invalid json script turned debugger found following script message invalid json string fatal error allowed memory size bytes exhausted tried allocate bytes homesoutherpublichtmllibfilelibphp line checked code displays following sure next create curl instance curl curliniturl optionsurl url thisapplyoptcurl options thiscache ret thiscachegetthisoptions return ret else ret curlexeccurl thiscache thiscachesetthisoptions ret thisinfo curlgetinfocurl thiserror curlerrorcurl thisdebug echo hreturn datah vardumpret echo hinfoh vardumpthisinfo echo herrorh vardumpthiserror curlclosecurl emptythiserror return ret else return thiserror exception ajax friendly throw new moodleexceptionthiserror curl anyone help get sorted please tried forums looked issues help found thanks jim kersting,8
MDL-34209,moving sections drag drop causes sections reordered,move sections course sometimes reorder randomly created bunch sections added content sections added section end using plus icon tried drag drop location higher page expected section drop new location actually happens section drops random location sections reorder randomly well happens every time try reorder section,20
MDL-34248,restoring course fails mdllog insert,tried restore course new course following message occured log files noformat default exception handler xcexaxcfxxcexacxcexbbxcexbcxcexb xcexbxcexbxcexbxcfxxcexbxcfxxcexaexcfx xcfxxcfxxcexb xcexbxcexacxcfxxcexb xcexbxcexbxcexbxcexbfxcexbcxcexadxcexbdxcfxxcexbd debug data long column url row insert mdllog timeuseridipmoduleactionurlinfocoursecmid values array forum search searchphpidsearchcecf xcexxcfxxcfxxcexbfxcfxxcexafxcexb xcexxcexbbxcexbbxcexbxcexbdxcexbxcexbaxcexbfxcfxd xcexxcexbxcexbdxcexbfxcfxxcfx line libdmlmoodledatabasephp dmlwriteexception thrown line libdmlmysqlinativemoodledatabasephp call moodledatabasequeryend line libdmlmysqlinativemoodledatabasephp call mysqlinativemoodledatabaseinsertrecordraw line backupmoodlerestorestepslibphp call mysqlinativemoodledatabaseinsertrecord line backuputilplanrestorestructurestepclassphp call restorecourselogsstructurestepprocesslog line backuputilhelperrestorestructureparserprocessorclassphp call restorestructurestepprocess line backuputilxmlparserprocessorsgroupedparserprocessorclassphp call restorestructureparserprocessordispatchchunk line backuputilhelperrestorestructureparserprocessorclassphp call groupedparserprocessorpostprocesschunk line backuputilxmlparserprocessorssimplifiedparserprocessorclassphp call restorestructureparserprocessorpostprocesschunk line backuputilxmlparserprocessorsprogressiveparserprocessorclassphp call simplifiedparserprocessorprocesschunk line backuputilxmlparserprogressiveparserclassphp call progressiveparserprocessorreceivechunk line backuputilxmlparserprogressiveparserclassphp call progressiveparserpublish line unknownfile call progressiveparserendtag line backuputilxmlparserprogressiveparserclassphp call xmlparse line backuputilxmlparserprogressiveparserclassphp call progressiveparserparse line backuputilplanrestorestructurestepclassphp call progressiveparserprocess line backuputilplanbasetaskclassphp call restorestructurestepexecute line backuputilplanbaseplanclassphp call basetaskexecute line backuputilplanrestoreplanclassphp call baseplanexecute line backupcontrollerrestorecontrollerclassphp call restoreplanexecute line backuputiluirestoreuiclassphp call restorecontrollerexecuteplan line backuprestorephp call restoreuiexecute referer tue jul error client xxxxxxxxxxxx potential coding error existing temptables found disposing database must dropped referer urlbackuprestorephp noformat,13
MDL-34321,assignment partially disappears teacher using role switch student submits assignment,using assignment advanced uploading file switched role student normally course creator teacher roles submitted assignment test usually use dedicated fake student account task point successfully uploaded assignment state assignment settings student able modify assignment sent marking however teachers see theres submitted assignment yet submission appears else clicking view submitted assignment instance list empty minor inconvenience nothing checked regular student assignment submission appears normal test create assignment advanced uploading files switch role student submit files send marking return normal role click view submitted assignment verify assignment appear,8
MDL-34356,allow chooser dialogue submit values radio button,doesnt affect activity chooser affect others submitting chooser dialogue disable number elements prevent duplicate submissions include submit button radio buttons browsers dont submit values disabled elements though result chooser doesnt actually offer selection since ideally disable radio buttons need instead create new hidden field set name value radio button value sent request doesnt affect activity chooser chooser already overrides default functionality set value custom intended target jumpurl,3
MDL-34397,develop course structure caching,main goal change move content fields coursemodinfo coursesectioncache muc complete list changes classes coursemodinfo cminfo sectioncache longer extend stdclass properties readonly deprecated still used everywhere public properties properties getters legally use either modinfocms modinfogetcms classes cminfo sectioncache longer calculate data initialisation calculate needed saves extra queries conditional availability enabled database fields coursemodinfo coursesectioncache removed new application cache corecoursemodinfo stores information course cache additionally stores fields course table format enableavailability groupmode etc necessary calculating availability additional section fields new field coursecacherev added table course incremented every time course cache reset object cache stores value cacherev moment cache built allows avoid race conditions course cache simultaneously reset rebuild different people became corrupt main changes users less queries less ram usage heavy pages courses much less probability corrupt course cache hopefully none purge caches purges course caches well every core upgrade purges course caches notes developers access removed fields coursemodinfo coursesectioncache need raw userindepended information call getfastmodinfocourseorid try overwriteappend properties coursemodinfo cminfo hint classes stdclass function arguments youll hit fatal error enjoy ide hints properties methods modinfo classes calling getfastmodinfo list courses make sure retrievepass field cacherev otherwise extra query made necessary calling getfastmodinfo current course core api functions returning list courses return field anyway,100
MDL-34426,port googlefacebook oauth plugin core,port core specification,20
MDL-34432,assignment teachers longer comment inline online text,option comment inline copied students online text assignment feedback box allowing teacher comment directly onto text striking highlighting red etc addition feedback comments see forum thread doesnt seem way online text version new assignment module available difficult find references comment inline tracker testing seem interpret term differently notice one test mdlqa theresa gibbison actually mentions see studentss submission box yet test passed many teachers like comment inline facility helps replicate marking exercise books paper reproduce compare contrast create online text assignment ensure comment inline checked log student account type text log back teacher account verify students text included feedback box could wished edithighlight words create new assignment ensure online text set yes feedback comments set yes log student account type text log back teacher verify students text appear feedback box therefore cant scribble like exercise books,8
MDL-34434,meta collect together deprecated code changes moodle,number parts moodle codebase marked deprecated warning developers use functions removed future many deadline deprecated functions especially moodle core code mdl issue associated order time removal deprecated function issues lose sight issue used collect together,40
MDL-34454,remove messagegetmyproviders libmessagelibphp,messagegetmyproviders deprecated since removed time,1
MDL-34472,add deprecate warning getcontextinstance function,add deprecate warning getcontextinstance function,3
MDL-34496,issues custom block regions,issues custom block regions identified problems encountered far using aardvarkpostit version dragndrop aerie rocket themes blocks successfully created moved new blockregion areas using ajax dragndrop page layout longer appears work behaviour seems connected body classes generated dockjs way sure problems create theme simple possible introducing custom block regions block regions total enabling dock,20
MDL-34587,filenames spaces generating incorrect sha,encountered two different places files uploaded spaces filenames cause incorrect sha hash generated resulting missing file probably additional places bug exists two functions found thus far resourcepluginfile pagepluginfile,40
MDL-34684,adding new health check detect incorrect category path order andor missing parent categories,sites corrupted hierarchies course categories coursecategoriesparent field coursecategoriespath cause issue present current maintained versions sites affected instead adding upgrade process add extra health check process explain users fix problem proposing sql query run database edited summary description original description upgraded moodle moodle finally moodle build php php ubuntu mysql ubuntulog ubuntu lts click course category gives error full debug noformat notice undefined index varwwwmoodlelibnavigationlibphp line notice trying get property nonobject varwwwmoodlelibnavigationlibphp line notice trying get property nonobject varwwwmoodlelibnavigationlibphp line coding error detected must fixed programmer category path order incorrect andor missing categories debug info error code codingerror stack trace line libnavigationlibphp codingexception thrown line libnavigationlibphp call globalnavigationloadallcategories line libnavigationlibphp call globalnavigationinitialise line libpagelibphp call navbarhasitems line themeaardvarkpostitlayoutdefaultphp call moodlepagehasnavbar line liboutputrenderersphp call include line liboutputrenderersphp call corerendererrenderpagelayout line unknownfile call corerendererheader line libsetuplibphp call calluserfuncarray line unknownfile call bootstraprenderercall line coursecategoryphp call bootstraprendererheader noformat admin course categories errors logged cant roles fix script doesnt change anything code php requireonceconfigphp echo starting fixcoursesortorder fixcoursesortorder echo done code summary description edited original summary category path order incorrect andor missing categories,20
