issuekey,title,description,storypoint
BAM-3693,add ability sleep collecting artifacts bamboo agent,build ends bamboo sweeps artifacts like system property agent could introducce small sleep would allow build settle save artifacts agent comes along collect,2
BAM-3695,bamboo specfic functional tests sal intefaces,ctk testing plugin generic testing interfaces return something need write bamboo specific tests ensure bamboo actually right thing underneath sal calls,3
BAM-3718,implement sal interfaces part,implement interfaces didnt make last milestone see page details items missed,5
BAM-3724,spike deploy gadget server bamboo hello world gadget prove,estimates include infrastructure assuming plugins done depends implement sal authentication mechanism yet see consumed sure ref app consume timebox spike person iteration,12
BAM-3728,bam regression incorrect display faiing since test,investigation required keep sam berlin happy done stable branch,5
BAM-3731,bam regression test names throws error,need escape properly done stable branch,2
BAM-3733,implement bundled plugins part,delivery mechanism gadget server try plugin known work sal,1
BAM-3735,rest module type plugin point,drop plugin,2
BAM-3737,rest endpoint build status gadget,requires mockups done,3
BAM-3740,gadget user authenticate gadget,means manual usernamepassword must inputted use basic auth oauth obselete oauth,3
BAM-3742,gadget user see status favourite plans,interactions links back server edwin get teams give mock ups,5
BAM-3745,gadget user see status recent builds favourite plans existing status gadget,display rest provide info need mockup story assume mockup already,3
BAM-3748,gadget user select plans want watch,selection based read permissions authenticated user pick individual plans favourite plans whilst selecting favourited still indicated top storage configuraiton gadge consumer,5
BAM-3766,upgrade default ami newer version fedora linux see reduced scope issue,current default ami amicdda case many updates pending isnt wise instance startup see noformat rootdomub bambooebs yum update loading fastestmirror plugin loading mirror speeds cached hostfile fedora archivefedoraprojectorg updates archivefedoraprojectorg setting update process resolving dependencies running transaction check package fedorareleasenoarch transition set updated finished dependency resolution dependencies resolved package arch version repository size updating fedorarelease noarch transition updates transaction summary install packages update packages remove packages total download size downloading packages fedorarelease running rpmcheckdebug running transaction test finished transaction test transaction test succeeded running transaction updating fedorarelease cleanup fedorarelease updated fedorareleasenoarch transition complete rootdomub bambooebs yum update loading fastestmirror plugin loading mirror speeds cached hostfile updatesnewkey archivefedoraprojectorg fedora archivefedoraprojectorg updates archivefedoraprojectorg updatesnewkey primarysqlitebz setting update process resolving dependencies running transaction check package ntpi pfc set updated package vimenhancedi set updated package openldapi set updated package fusedeveli set updated package bindutilsi pfc set updated package pythonlibsi set updated package pcrei set updated package yumnoarch set updated processing dependency pygpgme package yum package rubyi set updated package logwatchnoarch set updated package kernelxeni set installed package utillinuxngi set updated package vimminimali set updated package vixiecroni set updated package alsalibi set updated package iptablesi set updated package libxmli set updated package libpngi set updated package nssi set updated package papslibsi set updated package libacli set updated package openobexi set updated package libnfnetlinki set updated package acli set updated package microcodectli set updated package hallibsi set updated package pygobjecti set updated package rsynci set updated package rubyirbi set updated package bluezlibsi set updated package bindlibsi pfc set updated package systemconfignetworktuinoarch set updated package beecrypti set updated package gtki set updated package fuselibsi set updated package libediti cvsfc set updated package edi set updated package networkmanagerglibi svnfc set updated processing dependency networkmanager svnfc package networkmanagerglib package dbi set updated package dhcpvclienti set updated package freetypei set updated package pythonurlgrabbernoarch set updated package coreutilsi set updated package efsprogsi set updated package psmisci set updated package libsysfsi set updated package auditlibsi set updated package libgladei set updated package quotai set updated package cupslibsi set updated package perllibsi set updated package fedoragnomethemenoarch set updated package libdhcpclienti set updated package iptablesipvi set updated package libtiffi set updated package autofsi set updated package ypbindi set updated package anacroni set updated package controlcenterfilesystemi set updated package nfsutilsi set updated package smartmontoolsi set updated package wgeti set updated package pmutilsi set updated package sudoi pfc set updated package popti set updated package shadowutilsi set updated package dbusglibi set updated package traceroutei set updated package kernelheadersi set updated package rubyrdoci set updated package infoi set updated package pamkrbi set updated package bluezutilsi set updated package curli set updated processing dependency libsshso package curl package gnupgi set updated package hali set updated package filelibsi set updated package bziplibsi set updated package rubygemsnoarch set updated package perli set updated package policykiti set updated package aspelli set updated package efsprogslibsi set updated package rubylibsi set updated package sharedmimeinfoi set updated package yumfastestmirrornoarch set updated package ntfsgi set updated package iproutei set updated package stunneli set updated package fusei set updated package elfutilslibelfi set updated package libxcbi set updated package wpasupplicanti set updated package libxslti set updated package libgnomecanvasi set updated package tzdatanoarch ifc set updated package fusesshfsi set updated package gnutlsi set updated package pciutilsi set updated package glibi set updated package nsstoolsi set updated package mlocatei set updated package bzipi set updated package fuseencfsi set updated processing dependency libboostserializationmtso package fuseencfs processing dependency libboostfilesystemmtso package fuseencfs package halinfonoarch set updated package cupsi set updated package ejecti set updated package makei set updated package nspri set updated package vimcommoni set updated package filei set updated package papsi set updated package pythoni set updated running transaction check package libsshi set updated package networkmanageri svnfc set updated processing dependency ppp package networkmanager processing dependency dnsmasq package networkmanager processing dependency avahiautoipd package networkmanager package pygpgmei set updated processing dependency libgpgmesogpgme package pygpgme processing dependency libgpgmeso package pygpgme package boosti set updated processing dependency libicuucso package boost processing dependency libicuinso package boost running transaction check package gpgmei set updated processing dependency gnupg package gpgme processing dependency libpthso package gpgme package avahiautoipdi set updated package libicui set updated package pppi set updated package dnsmasqi set updated running transaction check package gnupgi set updated processing dependency libksbasoksba package gnupg processing dependency dirmngr package gnupg processing dependency libksbaso package gnupg processing dependency pinentry package gnupg package pthi set updated running transaction check package dirmngri set updated package libksbai set updated package pinentryi set updated finished dependency resolution dependencies resolved package arch version repository size installing networkmanagerglib svnfc updatesnewkey replacing networkmanageri svnfc kernelxen updatesnewkey updating policykit updatesnewkey acl updatesnewkey alsalib updatesnewkey anacron updatesnewkey aspell updatesnewkey auditlibs updatesnewkey autofs updatesnewkey beecrypt updatesnewkey bindlibs pfc updatesnewkey bindutils pfc updatesnewkey bluezlibs updatesnewkey bluezutils updatesnewkey bzip updatesnewkey bziplibs updatesnewkey controlcenterfilesystem updatesnewkey coreutils updatesnewkey cups updatesnewkey cupslibs updatesnewkey curl updatesnewkey updatesnewkey dbusglib updatesnewkey dhcpvclient updatesnewkey efsprogs updatesnewkey efsprogslibs updatesnewkey updatesnewkey eject updatesnewkey elfutilslibelf updatesnewkey fedoragnometheme noarch updatesnewkey file updatesnewkey filelibs updatesnewkey freetype updatesnewkey fuse updatesnewkey fusedevel updatesnewkey fuseencfs updatesnewkey fuselibs updatesnewkey fusesshfs updatesnewkey glib updatesnewkey gnupg updatesnewkey gnutls updatesnewkey gtk updatesnewkey hal updatesnewkey halinfo noarch updatesnewkey hallibs updatesnewkey info updatesnewkey iproute updatesnewkey iptables updatesnewkey iptablesipv updatesnewkey kernelheaders updatesnewkey libacl updatesnewkey libdhcpclient updatesnewkey libedit cvsfc updatesnewkey libglade updatesnewkey libgnomecanvas updatesnewkey libnfnetlink updatesnewkey libpng updatesnewkey libsysfs updatesnewkey libtiff updatesnewkey libxcb updatesnewkey libxml updatesnewkey libxslt updatesnewkey logwatch noarch updatesnewkey make updatesnewkey microcodectl updatesnewkey mlocate updatesnewkey nfsutils updatesnewkey nspr updatesnewkey nss updatesnewkey nsstools updatesnewkey ntfsg updatesnewkey ntp pfc updatesnewkey openldap updatesnewkey openobex updatesnewkey pamkrb updatesnewkey paps updatesnewkey papslibs updatesnewkey pciutils updatesnewkey pcre updatesnewkey perl updatesnewkey perllibs updatesnewkey pmutils updatesnewkey popt updatesnewkey psmisc updatesnewkey pygobject updatesnewkey python updatesnewkey pythonlibs updatesnewkey pythonurlgrabber noarch updatesnewkey quota updatesnewkey rsync updatesnewkey ruby updatesnewkey rubyirb updatesnewkey rubylibs updatesnewkey rubyrdoc updatesnewkey rubygems noarch updatesnewkey shadowutils updatesnewkey sharedmimeinfo updatesnewkey smartmontools updatesnewkey stunnel updatesnewkey sudo pfc updatesnewkey systemconfignetworktui noarch updatesnewkey traceroute updatesnewkey tzdata noarch ifc updatesnewkey utillinuxng updatesnewkey vimcommon updatesnewkey vimenhanced updatesnewkey vimminimal updatesnewkey vixiecron,1
BAM-3801,gadget user view chart recent percentage builds successful,select plans grouped time period configurable filter time period last days last days last days last builds show builds,3
BAM-3804,prevent build running ancestors queue running,depends triggered whilst building trigger ignored mean checkins wont run optional must block parent revision child build otherwise child might never build,3
BAM-3805,user configure dependency blocking,applicable per child plan user configure whether dependency children blocked building ancestors running,2
BAM-3806,check ancestors build triggered prevent building changes found ancestors ancestors kicked,triggered whilst building check changes found build dont build manual dependent builds schedule build ignore trigger later optimizations needed,12
BAM-3807,detect infinte cycles dependent builds,allow users input cyclic dependency configurations customers already done cyclic dependencies dont anything upgrade task show error try show tree,2
BAM-3808,user see text ancestors children build result,see parents see children,5
BAM-3809,get gadget authenticate end end via oauth,takes away need manually input usernamepassword,5
BAM-3890,notfication build queue minutes,similar build hung notification builds queue,3
BAM-3905,test failing since doesnt properly consider builds without test results,case consider series builds build test passed build test failed build build failure test results build test failed build test failed results build build bamboo reports test failing since build developers incorrectly infer test passed build change caused failure introduced build case would better report test failing since build case theres another interesting case needs considered build test passed build build failure test results build build failure test results build test failed failure test could introduced build build build case perhaps best report test failing since build,3
BAM-4030,make possible via instructions customer bamboo enable ami,per krystians comments want make possible customer follow instructionsinstall software instances ami spawned bamboo server elastic agents start get endless cycle upgrading default ami,5
BAM-4037,add support availability zones,see talking availability zone support prerequisite reserved instance support default availability zone bamboo install able specify avail zone per elastic configuration,5
BAM-4088,rename elasticagentschedule elasticinstanceschedule,also rework associated text,1
BAM-4341,roundtrip error input validation instance startup,round trip errors occur ecinstance screen invalid number instances requested,1
BAM-4360,ensure commands mounting ebs volumes handle failure recursively,ebs volume creation attachment mounting still depending various variable timing amazon especially multiple volumes stared simultaneously ensure cater failure perform retries commands,2
BAM-4367,please make maven builder available image,confluence need maven specifically build confluence,2
BAM-4378,set last modified header artifacts browsers cache static resources,since build artifacts static probably never change created bamboo set last modified header serving artifact timestamp file stored disk could used unavailable time stamp build finished large artifacts json needed clovers new tree map could greatly benefit browsers needful caching,1
BAM-4386,instance schedule seems shut instances,schedule configured seems kill available instances since seems looks instance list even already scheduled shut agent stopped instance still list instead checking given instance shut agent present,1
BAM-4416,failed ebs volume creaion start disabled,startup ebs volume fails instance agent start disabled,2
BAM-4424,allow clover license entered via bamboo admin global license license overridden plan config level,build config screen global license exists display message indicating license already configured build config screen global license exists license valid display message indicating license valid build config screen global license exists license invalid display message indicating license valid build config screen global license exists text entry field available message indicating license required displayed text entry field available build config screen allow license overridden plan level license defined plan level takes precedence check interaction cloverlicense settingsxml validation lic optional nice iff extras supports decoding,3
BAM-4497,update dependencies match jiras,jira finalised dependencies ensure gadgets actually work probably need ensure oauth atlasianplugins atlassiangadgets libraries updated version jira double check gadgets work,2
BAM-4503,ship version nant builder plugin bamboo,changes plugin api bamboo broken nant builder plugin new version plugin available,1
BAM-4535,quick dirty way add plan stage chain,suggestion chain stage selector plan edit page need hide anything plan edit page,3
BAM-4574,package gadgets,gadgets use directly,1
BAM-4704,installer setting bamboo home,installing bamboo using windows installer bamboo start bamboohome set checked bambooinitproperties updated see installj logs,1
BAM-4731,miscellaneous ugliness,remembering tab youre configuraiton tooltips broken styling tabs build configuration dropdown build menu narrow build configuration tabs longer check data saved navigating away tab,3
BAM-4780,spike backend support remote agents,acceptance criteria remote agents concurrently connect one server remote agents include remote elastic agents builds concurrently run,20
BAM-4806,upgrade aui,aui changes currently compatible bamboos especially restrictions imposed selector longer allowed needed upgrade pack,2
BAM-4857,show rest gadgets urls within,rest url appear enable remote api part description add new section page list gadget urls oauth minimal req urls descriptions stuff would cool,3
BAM-4869,add function remove oauth tokens bamboo,please add function remove oauth tokens bamboo already implemented jira thats helpful reference,5
BAM-4871,rest incorrect representation json data,json data returned builds rest api service incorrect please see screenshots example,3
BAM-4905,plan requirements updated builder jdk updated,update plans builder spec reflected plans requirements example changing jdk builder spec requirements tab still show jdk,2
BAM-4922,removing build results menu confirmation screen,deleting list page currently uses popup prefer popup fine add confirmation screen consistent work classconfirmationrequired fix wording conssitent,1
BAM-4924,editing plans done button artifacts doesnt work,view version artifacts screen,2
BAM-4932,problem importing plan maven second time,sure plans url noformat info qtp accesslogfilter admin warn qtp jdbcexceptionreporter sql error sqlstate error qtp jdbcexceptionreporter violation unique constraint duplicate values columns sysct statement insert builddefinition buildid createddate updateddate xmldefinitiondata builddefinitiontype builddefinitionid values build error qtp sessionimpl could synchronize database state session warn qtp hibernateobjectdao problems getting build key netsfhibernateexceptiongenericjdbcexception could insert comatlassianbamboobuilddefaultbuilddefinitionforbuild netsfhibernateexceptionerrorcodeconverterhandlednonspecificexceptionerrorcodeconverterjava netsfhibernateexceptionerrorcodeconverterconverterrorcodeconverterjava netsfhibernateexceptionjdbcexceptionhelperconvertjdbcexceptionhelperjava netsfhibernatepersisterabstractentitypersisterconvertabstractentitypersisterjava netsfhibernatepersisterentitypersisterinsertentitypersisterjava netsfhibernatepersisterentitypersisterinsertentitypersisterjava netsfhibernateimplscheduledinsertionexecutescheduledinsertionjava netsfhibernateimplsessionimplexecutesessionimpljava netsfhibernateimplsessionimplexecuteallsessionimpljava netsfhibernateimplsessionimplexecutesessionimpljava netsfhibernateimplsessionimplautoflushifrequiredsessionimpljava netsfhibernateimplsessionimplfindsessionimpljava netsfhibernateimplcriteriaimpllistcriteriaimpljava netsfhibernateimplcriteriaimpluniqueresultcriteriaimpljava comatlassianbamboobuildbuildhibernatedaogetbuildbykeybuildhibernatedaojava sunreflectgeneratedmethodaccessorinvokeunknown source sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgspringframeworkaopsupportaoputilsinvokejoinpointusingreflectionaoputilsjava orgspringframeworkaopframeworkreflectivemethodinvocationinvokejoinpointreflectivemethodinvocationjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworktransactioninterceptortransactioninterceptorinvoketransactioninterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworkaopframeworkjdkdynamicaopproxyinvokejdkdynamicaopproxyjava proxygetbuildbykeyunknown source comatlassianbamboobuildhibernatebuildmanagergetbuildbykeyhibernatebuildmanagerjava comatlassianbamboobuildhibernatebuildmanagercreatebuildhibernatebuildmanagerjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgspringframeworkaopsupportaoputilsinvokejoinpointusingreflectionaoputilsjava orgspringframeworkaopframeworkreflectivemethodinvocationinvokejoinpointreflectivemethodinvocationjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava comatlassianbamboosecurityacegiinterceptaopallianceauthorityoverridemethodsecurityinterceptorinvokeauthorityoverridemethodsecurityinterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava comatlassianbamboosecurityacegiinterceptaopallianceauthorityoverridemethodsecurityinterceptorinvokeauthorityoverridemethodsecurityinterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworktransactioninterceptortransactioninterceptorinvoketransactioninterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworktransactioninterceptortransactioninterceptorinvoketransactioninterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworkaopframeworkjdkdynamicaopproxyinvokejdkdynamicaopproxyjava proxycreatebuildunknown source comatlassianbamboobuildcreationbuildplancreationserviceimplcreatebuildbuildplancreationserviceimpljava comatlassianbamboobuildcreationbuildplancreationserviceimplcreatebuildbuildplancreationserviceimpljava comatlassianbamboowwactionsadminimportmavenplancreateplanactiondoexecuteimportmavenplancreateplanactionjava comatlassianbamboowwbambooactionsupportexecutebambooactionsupportjava caused javasqlsqlexception violation unique constraint duplicate values columns sysct statement insert builddefinition buildid createddate updateddate xmldefinitiondata builddefinitiontype builddefinitionid values build orghsqldbjdbcutilthrowerrorunknown source orghsqldbjdbcjdbcpreparedstatementexecuteupdateunknown source commchangevcpimplnewproxypreparedstatementexecuteupdatenewproxypreparedstatementjava netsfhibernateimplnonbatchingbatcheraddtobatchnonbatchingbatcherjava netsfhibernatepersisterentitypersisterinsertentitypersisterjava javalangillegalargumentexception object cannot null orgspringframeworkutilassertnotnullassertjava comatlassianbamboosecurityacegiaclshibernateobjectidentityimplhibernateobjectidentityimpljava comatlassianbamboobuildhibernatebuildmanagercreatebuildhibernatebuildmanagerjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgspringframeworkaopsupportaoputilsinvokejoinpointusingreflectionaoputilsjava orgspringframeworkaopframeworkreflectivemethodinvocationinvokejoinpointreflectivemethodinvocationjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava comatlassianbamboosecurityacegiinterceptaopallianceauthorityoverridemethodsecurityinterceptorinvokeauthorityoverridemethodsecurityinterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava comatlassianbamboosecurityacegiinterceptaopallianceauthorityoverridemethodsecurityinterceptorinvokeauthorityoverridemethodsecurityinterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworktransactioninterceptortransactioninterceptorinvoketransactioninterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworktransactioninterceptortransactioninterceptorinvoketransactioninterceptorjava orgspringframeworkaopframeworkreflectivemethodinvocationproceedreflectivemethodinvocationjava orgspringframeworkaopframeworkjdkdynamicaopproxyinvokejdkdynamicaopproxyjava proxycreatebuildunknown source comatlassianbamboobuildcreationbuildplancreationserviceimplcreatebuildbuildplancreationserviceimpljava comatlassianbamboobuildcreationbuildplancreationserviceimplcreatebuildbuildplancreationserviceimpljava comatlassianbamboowwactionsadminimportmavenplancreateplanactiondoexecuteimportmavenplancreateplanactionjava noformat,3
BAM-4933,system property enable unsupported database option setup,dbambooenableunsupporteddbtrue something like affects setup wizard need add upgrade guide people import export,3
BAM-4935,import maven redirect user builder configuration edit mode prevent initial build,build immediately current way disable plan redirect builder config section edit mode risk tabs recently broken set tab param param sets cookied selectedtab,3
BAM-4937,upgrade aui resolve dialog size issues,see buttons pane overrun size dialog affects add jdk add builder need test supported browsers inline jdk builder mail ping anton,3
BAM-4939,oauth consumer tab visible,test supported browsers,2
BAM-4940,make enable plan link prominent config screen,looks better use judgement trial,2
BAM-4941,link maven plan import first page create plan wizard,dont bother dashboard,1
BAM-4942,append pomxml specified,check repo svn url file directory first svn info append pomxml directory svn kit apis svn info oui oui svn never done bamboo,3
BAM-4943,retest new gadget work test safari,make sure test gadgets jira connie supported browsers,4
BAM-5057,changing jdk label thats deleted remove old requirement,create plan jdk admin section remove jdk edit plan changing jdk old jdk removed,2
BAM-5070,test tagger plugin,,2
BAM-5076,ensure clover gadget working,nothings changed gadget config screen well hold poles,2
BAM-5124,stopbuildmanager abandon result abandon result,stopbuildmanager abandon result abandon result stopped result persisted happens start build,5
BAM-5127,improve bamboo startup script,several things wrong bamboosh startup script option specify user run bamboo startup script takes care cwd depending directory youre startup behaves differently bamboo stops abruptly startup fails leaves bamboopid file file causes future startup attempts fail make use javahome bamboosh script bamboo defaults java executable system path ask users set javahome never use script parameterize startup option runcmd variable read options wrapperconf file,2
BAM-5135,sasl support bundled svnkit,version svnkit bundle bamboo doesnt sasl support noformatamyerserdingersvnkit jar svnkitjar grep sasl amyerserdingersvnkit noformat download website newer version apparently older ones noformat amyerserdingersvnkit jar svnkitjar grep sasl orgtmatesoftsvncoreinternaliosvnsaslsvnsaslauthenticatorsvncallbackhandlerclass orgtmatesoftsvncoreinternaliosvnsaslsvnsaslauthenticatorclass orgtmatesoftsvncoreinternaliosvnsaslsaslinputstreamclass orgtmatesoftsvncoreinternaliosvnsaslsasloutputstreamclass amyerserdingersvnkit noformat technical reason dont bundle support sasl authentication,2
BAM-5140,importing without restart runs upgrade tasks run initial install,upgrades run rather ones needed problem run initial install upgrade task collections upgrademanagerimpl already prepopulated upgrade tasks fixedavoided import without restart stop start bamboo import gets screwed state delete bamboo home start dont accidentally delete import,3
BAM-5142,upgrade atlassian template renderer,needed upgrade pack,1
