issuekey,title,description,storypoint
GHS-3011,user would like ability manage rapid views similar jira managed filters,list rapid views link edit delete view option nonowners,5
JSW-3011,user would like ability manage rapid views similar jira managed filters,list rapid views link edit delete view option nonowners,5
GHS-3017,configuration custom scrum templates lost upgrade,custom templates created scrum template modified version prior upgrade one affected ones cause configuration associated templates lost bug caused side effect fixing see additional information,5
JSW-3017,configuration custom scrum templates lost upgrade,custom templates created scrum template modified version prior upgrade one affected ones cause configuration associated templates lost bug caused side effect fixing see additional information,5
GHS-3029,user would like ability create release fix version containing issues done column,cos based correct permissions project administrator release button rhs column normally done release dialog new versions name fix version set description set release date auto populate todays date plus date picker notifications explain occured,8
JSW-3029,user would like ability create release fix version containing issues done column,cos based correct permissions project administrator release button rhs column normally done release dialog new versions name fix version set description set release date auto populate todays date plus date picker notifications explain occured,8
GHS-3030,user would like ability add maximum minimum constraints column rapid view based upon total issue count,cos configure manage rapid view using inline edit default total issue count include sub tasks exclude swimlane duplicates yellow min constraint busted header red max constraint busted header show min current max top column,5
JSW-3030,user would like ability add maximum minimum constraints column rapid view based upon total issue count,cos configure manage rapid view using inline edit default total issue count include sub tasks exclude swimlane duplicates yellow min constraint busted header red max constraint busted header show min current max top column,5
GHS-3050,user would like able edit rapid view created using someone elses saved filter,cos regardless owns saved filter created rapid view based edit rapid view users edit rapid view manage rapid view message saying cant configure link owner,5
JSW-3050,user would like able edit rapid view created using someone elses saved filter,cos regardless owns saved filter created rapid view based edit rapid view users edit rapid view manage rapid view message saying cant configure link owner,5
GHS-3065,user would like control chart showing time issue progress,cos progress defined columns yellow,8
JSW-3065,user would like control chart showing time issue progress,cos progress defined columns yellow,8
GHS-3066,user would like ability configure expedite swimlane rapid view,cos change name swimlane default expedite one swimlane jql configure jql free text field configure manage rapid view page validation autocomplete jql swimlane displayed,5
JSW-3066,user would like ability configure expedite swimlane rapid view,cos change name swimlane default expedite one swimlane jql configure jql free text field configure manage rapid view page validation autocomplete jql swimlane displayed,5
GHS-3093,user would like see cumulative flow diagram rapid board show progression issues across board,cos flot reporting tab rapid board based upon current rapid view similar colour scheme gadget consistency configurable based columns control chart loading reporting drop chart types cumulative flow diagram found,8
JSW-3093,user would like see cumulative flow diagram rapid board show progression issues across board,cos flot reporting tab rapid board based upon current rapid view similar colour scheme gadget consistency configurable based columns control chart loading reporting drop chart types cumulative flow diagram found,8
GHS-3097,user would like able return unlimited number results,cos query limited number issues global configuration query results limit limit set return issues,3
JSW-3097,user would like able return unlimited number results,cos query limited number issues global configuration query results limit limit set return issues,3
GHS-3099,user would like see mean standard deviation control chart,cos perhaps similar style show line control chart mean highlight show std dev interaction expected use chart data one standard deviation highlight,3
JSW-3099,user would like see mean standard deviation control chart,cos perhaps similar style show line control chart mean highlight show std dev interaction expected use chart data one standard deviation highlight,3
GHS-3104,user would like everything else swimlane exclude issues configured swimlane,cos remove card stubs everything else everything else swimlane appends swimlane jql remove unnecessary code css change default swimlane everything else,3
JSW-3104,user would like everything else swimlane exclude issues configured swimlane,cos remove card stubs everything else everything else swimlane appends swimlane jql remove unnecessary code css change default swimlane everything else,3
GHS-3107,user would like global statuses sorted name manage rapid view assist creating new column,unmapped column,2
JSW-3107,user would like global statuses sorted name manage rapid view assist creating new column,unmapped column,2
GHS-3110,greenhopper display assignee autocomplete user searching full name jira configuration option turned,see jst information please resolve resolving,3
JSW-3110,greenhopper display assignee autocomplete user searching full name jira configuration option turned,see jst information please resolve resolving,3
GHS-3132,url doesnt select issue planning board,instance greenhopper select correct page issue correct page,3
JSW-3132,url doesnt select issue planning board,instance greenhopper select correct page issue correct page,3
GHS-3146,user would like able add another swimlane rapid view,cos add additional swimlanes ability delete swimlanes sortable another story jira restful table uiux manage versions,5
JSW-3146,user would like able add another swimlane rapid view,cos add additional swimlanes ability delete swimlanes sortable another story jira restful table uiux manage versions,5
JSW-3772,rapid board owner would like able column constraint issues excluding subtasks,testing notes happens case issue subtask captured filter nothing count parent issues subtasks count affected test see works stories swimlane config well queries still works though less clear issue count refers given see parent issue column negative numbers continue allowed input controls constraints customizable individual constraints globally constraints whole board individual columns last parent removed column subtasks remain count drops zero happens subtask issuetype nothing count affected issues exist happens quick filters active filter parent issues happens quick filters active filter subtask issues count still display appropriate number issues column constraint excludes sub tasks filtering parents set visible counts,2
JSW-3993,user accidentally browse rapid start logout want straight rapidboard login,currently greenhopper remember rapidstart logout log back clicking agile tab brings back want change behavior user returns rapidboard instead reduce annoyance customer,2
GHS-4171,make sub projects,really need feature single projects projects,2
JSW-4171,make sub projects,really need feature single projects projects,2
JSW-4478,user would like get visual feedback progress plan modes loading,lot issues slow load looks like nothing happening,2
JSW-4503,user would like able quickly filter issues plan mode,quick filters best effort fine probably quick filters work tab seems consistent marker still count items line even filtered,8
JSW-4547,ondemand user like able provide atlassian team feedback labs features,need implement got feedback mechanism ondemand like btf,2
JSW-4559,problem rapid boards cards display,rapid board includes many columns columnsand screen resolution resolution tickets key summary become unreadable like attached screenshot rapidboardpngthumbnail becomes problem user cannot use less amount columns cant increase browser window size cases using laptop example thanks advance sac ticket,2
GHS-4633,new features dashboard drop list,new features dashboard drop list drop list added dashboard easy access,3
JSW-4633,new features dashboard drop list,new features dashboard drop list drop list added dashboard easy access,3
JSW-4655,user would like view attachments elaborating stories sprint planning meeting,also present work mode image gallery view jira possible,8
JSW-4659,user would like see issue priority plan mode,need basic design,2
JSW-4662,user would like sub tasks sprint parent cases,force subtasks complete complete story allowing sprint finished,5
GHS-4679,nullpointerexception occurs editing issue related greenhopper released version history field,attempting edit issue jira edit fails user clicks update button throws javalangnullpointerexception top edit issue window check logs following error appears noformat fcfeac tpprocessor error sysadmin evydp securequickeditissuejspa jirabcissuedefaultissueservice exception occurred editing issue javalangnullpointerexception fcfebc javalangnullpointerexception fcfeb javautilabstractcollectionaddallabstractcollectionjava fcfeb compyxisgreenhopperjiracustomfieldsreleasedversionhistorycftypeupdatevaluereleasedversionhistorycftypejava fcfedcc compyxisgreenhopperjiracustomfieldsreleasedversionhistorycftypeupdatevaluereleasedversionhistorycftypejava fcfedb comatlassianjiraissuefieldscustomfieldimplupdatevaluecustomfieldimpljava fcfedb comatlassianjiraissuefieldscustomfieldimplupdatevaluecustomfieldimpljava fcfedc comatlassianjiraissuemanagersdefaultissuemanagerupdatefieldvaluesdefaultissuemanagerjava fcfedc comatlassianjiraissuemanagersdefaultissuemanagerupdateissuedefaultissuemanagerjava fcfed comatlassianjirabcissuedefaultissueserviceupdatedefaultissueservicejava fcfedf comatlassianjirabcissuedefaultissueserviceupdatedefaultissueservicejava fcfedbdc sunreflectgeneratedmethodaccessorinvokeunknown source fcfedbdc sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedfc javalangreflectmethodinvokemethodjava fcfedac comatlassianmultitenantimplmultitenantcomponentfactoryimplabstractmultitenantawareinvocationhandlerinvokeinternalmultitenantcomponentfactoryimpljava fcfed comatlassianmultitenantimplmultitenantcomponentfactoryimplmultitenantawareinvocationhandlerinvokemultitenantcomponentfactoryimpljava fcfedbc proxyupdateunknown source fcfedbc sunreflectgeneratedmethodaccessorinvokeunknown source fcfedc sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedc javalangreflectmethodinvokemethodjava fcfed comatlassianpluginosgihostcomponentsimpldefaultcomponentregistrarcontextclassloadersettinginvocationhandlerinvokedefaultcomponentregistrarjava fcfedf proxyupdateunknown source fcfedec sunreflectgeneratedmethodaccessorinvokeunknown source fcfedec sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedd javalangreflectmethodinvokemethodjava fcfedabc comatlassianpluginosgibridgeexternalhostcomponentfactorybeandynamicserviceinvocationhandlerinvokehostcomponentfactorybeanjava fcfedea proxyupdateunknown source fcfedea comatlassianjiraquickeditactionquickeditissuedoexecutequickeditissuejava fcfedc webworkactionactionsupportexecuteactionsupportjava fcfedfc comatlassianjiraactionjiraactionsupportexecutejiraactionsupportjava fcfedfc webworkinterceptordefaultinterceptorchainproceeddefaultinterceptorchainjava fcfedde webworkinterceptornestedinterceptorchainproceednestedinterceptorchainjava fcfedde webworkinterceptorchainedinterceptorinterceptchainedinterceptorjava fcfedb webworkinterceptordefaultinterceptorchainproceeddefaultinterceptorchainjava fcfedc webworkdispatchergenericdispatcherexecuteactiongenericdispatcherjava fcfedc webworkdispatchergenericdispatcherexecuteactiongenericdispatcherjava fcfed comatlassianjirawebdispatcherjirawebworkactiondispatcherservicejirawebworkactiondispatcherjava fcfedc javaxservlet fcfedd orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedac orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedac comatlassianjirawebfiltersstepschainedfiltersteprunnerdofilterchainedfiltersteprunnerjava fcfedaf orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedadc orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedacc comatlassiancorefiltersheadersanitisingfilterdofilterheadersanitisingfilterjava fcfedacc orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedbc orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedbc comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava fcfedbc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedbc comatlassianapplinkscorerestcontextcontextfilterdofiltercontextfilterjava fcfedcc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedcc comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava fcfedcc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedcc comatlassianagmpintegrationjirareprovisionconfigfilterdofilterreprovisionconfigfilterjava fcfeddd comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava noformat ive confirmed error occuring issues value custom field type greenhopper released version history workaround appears occur release version history field added screen used editing remove field screens issue resolved,2
JSW-4679,nullpointerexception occurs editing issue related greenhopper released version history field,attempting edit issue jira edit fails user clicks update button throws javalangnullpointerexception top edit issue window check logs following error appears noformat fcfeac tpprocessor error sysadmin evydp securequickeditissuejspa jirabcissuedefaultissueservice exception occurred editing issue javalangnullpointerexception fcfebc javalangnullpointerexception fcfeb javautilabstractcollectionaddallabstractcollectionjava fcfeb compyxisgreenhopperjiracustomfieldsreleasedversionhistorycftypeupdatevaluereleasedversionhistorycftypejava fcfedcc compyxisgreenhopperjiracustomfieldsreleasedversionhistorycftypeupdatevaluereleasedversionhistorycftypejava fcfedb comatlassianjiraissuefieldscustomfieldimplupdatevaluecustomfieldimpljava fcfedb comatlassianjiraissuefieldscustomfieldimplupdatevaluecustomfieldimpljava fcfedc comatlassianjiraissuemanagersdefaultissuemanagerupdatefieldvaluesdefaultissuemanagerjava fcfedc comatlassianjiraissuemanagersdefaultissuemanagerupdateissuedefaultissuemanagerjava fcfed comatlassianjirabcissuedefaultissueserviceupdatedefaultissueservicejava fcfedf comatlassianjirabcissuedefaultissueserviceupdatedefaultissueservicejava fcfedbdc sunreflectgeneratedmethodaccessorinvokeunknown source fcfedbdc sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedfc javalangreflectmethodinvokemethodjava fcfedac comatlassianmultitenantimplmultitenantcomponentfactoryimplabstractmultitenantawareinvocationhandlerinvokeinternalmultitenantcomponentfactoryimpljava fcfed comatlassianmultitenantimplmultitenantcomponentfactoryimplmultitenantawareinvocationhandlerinvokemultitenantcomponentfactoryimpljava fcfedbc proxyupdateunknown source fcfedbc sunreflectgeneratedmethodaccessorinvokeunknown source fcfedc sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedc javalangreflectmethodinvokemethodjava fcfed comatlassianpluginosgihostcomponentsimpldefaultcomponentregistrarcontextclassloadersettinginvocationhandlerinvokedefaultcomponentregistrarjava fcfedf proxyupdateunknown source fcfedec sunreflectgeneratedmethodaccessorinvokeunknown source fcfedec sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava fcfedd javalangreflectmethodinvokemethodjava fcfedabc comatlassianpluginosgibridgeexternalhostcomponentfactorybeandynamicserviceinvocationhandlerinvokehostcomponentfactorybeanjava fcfedea proxyupdateunknown source fcfedea comatlassianjiraquickeditactionquickeditissuedoexecutequickeditissuejava fcfedc webworkactionactionsupportexecuteactionsupportjava fcfedfc comatlassianjiraactionjiraactionsupportexecutejiraactionsupportjava fcfedfc webworkinterceptordefaultinterceptorchainproceeddefaultinterceptorchainjava fcfedde webworkinterceptornestedinterceptorchainproceednestedinterceptorchainjava fcfedde webworkinterceptorchainedinterceptorinterceptchainedinterceptorjava fcfedb webworkinterceptordefaultinterceptorchainproceeddefaultinterceptorchainjava fcfedc webworkdispatchergenericdispatcherexecuteactiongenericdispatcherjava fcfedc webworkdispatchergenericdispatcherexecuteactiongenericdispatcherjava fcfed comatlassianjirawebdispatcherjirawebworkactiondispatcherservicejirawebworkactiondispatcherjava fcfedc javaxservlet fcfedd orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedac orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedac comatlassianjirawebfiltersstepschainedfiltersteprunnerdofilterchainedfiltersteprunnerjava fcfedaf orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedadc orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedacc comatlassiancorefiltersheadersanitisingfilterdofilterheadersanitisingfilterjava fcfedacc orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava fcfedbc orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava fcfedbc comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava fcfedbc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedbc comatlassianapplinkscorerestcontextcontextfilterdofiltercontextfilterjava fcfedcc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedcc comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava fcfedcc comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava fcfedcc comatlassianagmpintegrationjirareprovisionconfigfilterdofilterreprovisionconfigfilterjava fcfeddd comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava noformat ive confirmed error occuring issues value custom field type greenhopper released version history workaround appears occur release version history field added screen used editing remove field screens issue resolved,2
GHS-4710,admin hasnt seen analytics question would like asked every page say yes,remove getting started rapid board configure rapid board manage rapid board greenhopper general configuration page license page,5
JSW-4710,admin hasnt seen analytics question would like asked every page say yes,remove getting started rapid board configure rapid board manage rapid board greenhopper general configuration page license page,5
JSW-4711,user like issue created board selected issue default get popup indicating created issue visible,clear create issue visible select issue create issue visible show popup happen report mode plan work,2
JSW-4765,mvr issue operation jump rapid board issue,complex one lets break providing issue operation issue able rapid board issue boards available calculated user initiates action valid boards calculated based boards user permission see well issue matches filter board case kanban boards issue must also match work mode sub filter match issue appears report mode case scrum boards issue may appear mode plan work report valid boards user shown message optionally user prompted create new board based project issue multiple valid boards user prompted choose one one valid board user chosen board user redirected instantly user redirected precise location issue chosen board issue selected location plan work mode case scrum board location report mode issue belongs one sprint recent sprints retrospective report chosen,8
JSW-4767,mvr sprint report include burndown sprint,smaller one general one hovers possible,8
JSW-4768,mvr make burndown chart understand issue addedremoved sprint understand scope change,handle change story points value graph begins start time sprint logically ends specified end date sprint marked graph continues time sprint actually closed allow sprint specified default currently active sprint start value graph compensate changes start sprint value items burn reach done column items added sprint beginning shown scope change items removed sprint beginning shown scope change items estimate changed beginning sprint shown scope change scope changes anything burndown shown sort visual signal information hovering inflection point,13
JSW-4772,mvr search filter rapid board plan mode search issue key summary text,client side first attempt straight direct match substring minimum need multiple keywords,13
JSW-4775,mvr implement issue swimlane strategy,java remodelling,20
JSW-4776,mvr implement visualisation swimlanes parents,needs drop config refer design parents always present except children filtered swimlane configuration retains user defined filters even switch parent strategy,13
JSW-4792,user would like see status issue detail view work plan,including status icon may gone jira soon anyway,2
JSW-4812,mvr prompt user resolve parent subtasks done,parent swimlane strategy,8
JSW-4813,mvr prompt end sprint unfinished parent stories complete subtasks exist,offer continue cancel note user back backlog list issues,5
JSW-4862,subtasks story complete parent show affordance clicked user advance parent try resolve issue,clarification summary states affordance needs appear parent status sync affordance show status parent minimum required,5
JSW-4863,implement skinny detail view,moves traverse fixed rhs columns visible shifts right currently selected column,20
JSW-4864,user would like default jira home page,story involves implementing trevs myhome page feature currently per user dark feature could add button affordance make available board page,1
JSW-4888,mvr agile issue web panel display scrum information issue,complex one lets break providing web panel view issue page display scrum information information displayed list sprints issue part sprints broken two sections active completed sprints provide link sprint means going rapid board sprint boards available calculated user initiates action valid boards calculated based boards user permission see well issue matches filter board scrum boards considered valid boards user shown message multiple valid boards user prompted choose one one valid board user chosen board user redirected instantly user redirected precise location sprint chosen board sprint active location work mode board sprint completed location retrospective report sprint board,8
JSW-4910,enhance sprint report,include scheduled startend actual end triggered hit complete button divide issues completed sprint include status item end sprint include estimate statistic item ideally time item added sprint current easy include sum statistic velocity call issues added removed,8
JSW-4911,implement sprint burndown chart numeric fields,specified estimation statistic field assuming time tracking option specified tracking,5
JSW-4913,make sprint burndown chart use remaining estimate board configured way,changes remaining estimate burned happen time spent burns items added sprint beginning shown scope change items removed sprint beginning shown scope change,20
JSW-4914,add subtasks tab detail view plan mode,add new subtasks tab add button sub task show summary key avatar status remaining estimate edit button jira edit dialog delete button,8
JSW-4915,allow backlog item estimation statistic selected numeric field issue,allow backlog item estimation statistic scrum rapid board selected default story point field also possible set numeric field show backlog item estimation statistic plan mode lozenge replaces existing use lozenge detail view card view label unit estimate hover show unit,13
JSW-4916,implement velocity chart,velocity chart show amount backlog item estimation statistic sprint sprint graph bucketed sprint sprint velocity equal sum backlog item estimate issues last column end sprint would also show sum estimation statistic committed sprint ones get done pbi estimate used time issue added sprint start sprint item sprint start time added middle sprint graph followed table describes values shown table sprint row shown along sum completed non completed pbis hyperlink sprint report link provided detailed sprint burndown sprint hardcode last,8
JSW-4919,allow backlog item estimation statistic rapid board set original estimate,allow backlog item estimation statistic rapid board selected set original estimate,13
JSW-4920,warn start sprint primary items backlog item estimate set,warn offers cancel following issues estimate unit estimate specified estimates applied following start sprint considered scope change happens sprint name dates dialog,5
GHS-4922,allow numeric field specified sprint tracking statistic rapid board,show statistic detail editable plan mode sprint started warn estimate item sprint tracking statistic,8
JSW-4922,allow numeric field specified sprint tracking statistic rapid board,show statistic detail editable plan mode sprint started warn estimate item sprint tracking statistic,8
JSW-4966,add detail view cog menu item remove issue sprint cause scope change,work mode confirmation dialog notification successfully removed link issue plan mode,5
JSW-4967,implement data table burndown chart,graph followed table describes exact timeline shown graph point time issue changed values changed shown time table lists issues present beginning graph time end table lists issues remaining,3
JSW-4970,best sprint retro report,sprint retro report opened ive opened latest finished sprint latest finished sprint back retro report always show latest finished sprint,3
JSW-4972,allow user configure tracking use remaining estimate,configuration describe option show remaining estimate detail view edit make card detail view operate expected estimate statistic set original time estimate enter estimate first time also update remaining time estimate issue iff value set already,20
JSW-5011,incoporate changes jira home next,jira team tweaked changed jira home martin meinhold link element webitem contains target url like link linkidsetmyjirahomeissuenavsecureissuenavigatorjspalink actual update url provided jira securemyjirahomesetjspatarget need put web items since condition one turns appropriate,1
GHS-5069,figure issues come sprint statistic value change half way,put items data table bottom theyre added removed sprint even estimate therefore dont affect burndown add issue sprint estimate change estimate shows statistic value change table problem particularly bad later remove issue sprint issue addition removal completely hidden table shown scope change,8
JSW-5069,figure issues come sprint statistic value change half way,put items data table bottom theyre added removed sprint even estimate therefore dont affect burndown add issue sprint estimate change estimate shows statistic value change table problem particularly bad later remove issue sprint issue addition removal completely hidden table shown scope change,8
JSW-5072,planner want able show sum issues remaining estimate upcoming sprint,rapidboarduser want able show sum issues remainingestimate see workload cos show equal tracking enabled board,5
JSW-5077,admin would like know greenhopper upgrade tasks,currently things protect upgrade tasks enough need track upgrade tasks runs upgrade task version time,3
JSW-5085,rearrange agile menu,labs configuration option used enable new agile menu recently used boards top takes manage classic bottom takes planning version board initially choose another one using dropdown menu click agile work currently recent classic rapid board,8
JSW-5087,mvr click classic new menu structure give way back,classic need notification saying probably dont want link back getting started page message always appears say dont show shaun write copy new menu structure classic boards longer actively improved recommended use new projectslearn getting started new boards,5
JSW-5089,mvr change keyboard shortcuts planning board etc based new agile menu structure,make agile make agile invisible make agile invisible,5
JSW-5090,mvr rename issue operations remove used ones new agile menu structure enabled,remove planningtask rename rapid board agile board,2
JSW-5107,rapid board user buggy browser extensions dont want exceptions thrown extensions break greenhopper,greenhopper appears use global exception handler reacts uncaught exception showing error rapid board weve seen couple support requests users browser extensions throw exceptions cases errors may benign greenhopper could continue function normally errors alarm people result raise support requests could potentially caused javascript runs within context page browser extensions greasemonkey scripts even jira plugins speakeasy extensions,5
JSW-5115,remove scrum rapid board labs,always remove labs checkbox update getting started screen still include classic information scrum section update text getting started intro latest news,8
JSW-5118,add option exclude weekends cycle time calculations,viewing cycle time charts weekends included calculations option exclude weekends desired testing notes users timezone match server timezone answered setting remembered page views answered clearly specified option onoff answered happens events happen excluded windows simply displayedwill calculated answered large outliers excluded period chart adjust properly answered,2
GHS-5153,make cfd sprint sensitive,add option refine cfd using sprint,13
JSW-5153,make cfd sprint sensitive,add option refine cfd using sprint,13
JSW-5214,sprint report visually call added removed stories,styling added items third table removed items styling added items need possible removed table,3
JSW-5216,story moved done column dont scroll,stay selected,2
