issuekey,title,description,storypoint
APSTUD-4071,remove code automigrates studio projects studio,currently startup automatically try migrate studio projects studio thats probably longer necessary one year releases later removing help startup performance workspace lot projects,1
APSTUD-4072,parser node may incorrectly include comment offset reporting endoffset,code file code feventaddthis clicksubmit keypresssubmit functiona whilemlllength mllpop code manifesting error done trying format code notice output code feventaddthis clicksubmit keypresssubmit functiona code,8
APSTUD-4078,toggle block selection work word wrap,toggle block selection working currently issue present several months,13
APSTUD-4080,length property jquery content assist,length list though exists api may similar items missing,8
APSTUD-4083,inconsistent javascript syntax error,javascript editor show syntax error contingent upon order typed characters steps replciate open aptana studio open javascript file enter note syntax error left delete addition step enter prepend actual results studio reports syntax error step however step expected results entering content cause validation results,5
APSTUD-4107,css formatter place atrule new line like media,css formatter handling media rule correctly trailing spaces rule however rule media rule formatter acts end file antecedent rule try formatting hpmedia printhmedia screenmedia print screenhh also notice formatter apply configured number lines rule rule end file steps replicate open aptana studio open empty css file open preferences aptana studio formatter css blank lines set lines css rule nonzero value type hpmedia printhmedia screenmedia print screenhh select source format actual results formatter add selected number lines rule prior media rule expected results formatter add selected number lines rules,8
APSTUD-4109,php show functions inside conditionals outline view,currently possible view functions defined inside conditional outline view appear ignored codetitlephpborderstylesolid classexists foo class foo static public foo public function foo code without works codetitlephpborderstylesolid classexists foo return class foo static public foo public function foo code,8
APSTUD-4116,functions parameters display arg assist associated sdoc block param tags,given following block code code return object function abca code show arg assist parameters however since sdoc comment list parameters type inferencer assumes function arguments perform sanity check use code params defined one params defined sdoc win case,8
APSTUD-4117,function return types inferred associated sdoc comment include return tag,following code snippet code param string param string function abca return code say return type abc void type inferencer sees sdoc comment infer return statement since return tag sdoc comment return type becomes void case function return statements infer types using param type hints appropriate,8
APSTUD-4121,inferencing picking implied globals within function bodies,following code def appear property window however using similar construct outside function body work send ghi codetitleimplied globaljs function abc def ghi code,5
APSTUD-4127,inferencing shows instances conventional prototype inheritance constructors prototype,following snippet conventional prototype inheritance setup myclass function new operator used myclass returns new instance whatever type hanging myclassprototype viewing properties instance content assist popup display type myclassprototype show myclass class responsible formatting content context info popup simply remove prototype types display purposes codetitleprototype inheritancejs function myclass myclassprototypeproperty myclassprototypemethod function var instance new myclass code,1
APSTUD-4129,behavior jslint validator options match jslintcom,jslint supports addition comments top javascript means setting jslint options comment jslint whitetrue instructs validator tolerate messy white space specifically set true strict whitespace rules ignored full documentation jslint options however aptana studio opposite occurring setting white true causes whitespace become important rather ignored expected ive found others mentioned behavior stack overflow ive also found reversed logic plusplus undef regexp nomen newcap likely others observations logic sub correct continue signals bad option warning eqeq errors seem caught,8
APSTUD-4130,replacefind doesnt work cases dealing whitespace,previous version able use regex remove trailing whitespace using find replace feature since latest release getting error saying expected text replace equal selected text regex using replacing single quotes example typed box rather printed clarity,5
APSTUD-4139,latest studio updates broken eclipse rse project support,upgraded studio morning cant access rse projects use mac osx desktop however projects linux use eclipse rse remote system explorer plugin allow connect projects via ssh first launch titanium rse projects closed expected open projects opens shows files etc instantly closes ive checked workspace metadatalog errors generated titanium development halt moment,8
APSTUD-4142,misspelling formatter,formatter contains misspelling tab size configuration dialog steps replicate open aptana studio open preferences aptana studio formatter select language highlight indentation tab set tab policy drop selection tabs set tab size actual results dialog return message number greater equal keyword expected results dialog return message number greater equal keyword,1
APSTUD-4145,refresh view file upload,drag drop file local folder remote folder upload works fine remote view reloaded dont see uploaded file think would make sence reload target folder upload finished thanks greetings leo,2
APSTUD-4152,default colors diff view readable,diff view readable default color theme black bars black background zero contrast,5
APSTUD-4166,formatting php nested jscss code may cause code corruption,noformat sample php file html javascript inside testphp file html body class echo classname script function echo idclick script body html testphp file formatting formatted testphp file html body class echo classname script function echo click script body html formatted testphp file see javascript broken formatter insert new line html part still okfor noformat,13
APSTUD-4170,css validation errors valid css lineargradient,css validator reporting errors properties mslineargradient olineargradient lineargradient see screenshot reported marked fixed apstud cant reopen ticket cant add attachments ive created new one instead,3
APSTUD-4175,line numbers preferences always opening new editor window,line numbers preferences ignored line numbers shown opening new html css files probably others doesnt seem affect files way get rid line numbers rightclick line numbers context menu opening new file strangely doesnt anything first time works rightclicking unticking line numbers second attempt closing file opening line numbers back using problem,5
APSTUD-4178,outline html editors match using code,create new web project create new file paste following content codefunctionglobal var iadt functionselector context return new innr var innr functionselector context thisselector selector thisversion iadtsayhello function alertsayhello iadtinner new innr iadtprototype iadtinner globaliadt iadt window iadtstaticfn function alertiadtstatic iadtinnernewfn function alertnewfn function test var new iadt iadtstaticfn alertcversion cnewfn proposal iadt proposal code create new html document create script element paste code script element outline outline script element html outline match see attached images,5
APSTUD-4179,samples view reflect edits project deletions,sample edits show immediately sample view end user deletes sample project samples view still displays entry end user cycles studio please see capture also editing sample undoing edits saving causes odd effects please see capture steps replicate open aptana studio select file new ruby project select project name click next button select ruble template click finish edit projectname samples projectsamplesrb projectsample string save undo change step save delete new project step actual results samples view reflect edit step deletion step expected results samples view reflect edits sample deletions well,13
APSTUD-4183,support rbenv usage,using aptana studio mac osx lion using rbenv install rubies try run debugger aptana always got error usersnebirosrbenvshimsruby line exec rbenv found already set environment variables aptana ruby debug configuration window rbenvroot usersnebirosrbenv rubylib usersnebirosrbenvversionsplibruby trying run command program usersnebirosrbenvshimsbundle interpreter arguments program arguments exec rake dreadfuldogprocesscontent trace assetstestsssscontentzip tmp working directory usersnebirosprojectsdreadfuldog,20
APSTUD-4184,css formatter breaks font shorthand adding extra space every format,formatting css turns code codenone font bold tahoma code codenone font bold tahoma code breaks property browsers remember problem versions doesnt stop every time format code adds extra space instance output times formatting code codenone font bold tahoma code,8
APSTUD-4185,content assist nested html autoinserts suggest incorrect proposals,validating another ticket tried typing following html code input onkeydownif eventkeycode documentgetelementbyidmgsubmitclick code ran number issues typed event became eventhis another occasion typed event became event managed get around proposals event showed global properties ideally would show event properties continued type eventke started seeing global proposals starting continuing would give strange alternation globals starting last letter showing globals got document got list globals instead document properties continuing type documentgetelementbyid showed behavior typing eventkeycode alternation globals globals starting last typed letter typed documentgetelementbyid cursor starting seeing html attribute proposals note autoinserted type typed contents string getelementbyid saw globalandglobalswithlastletter behavior described likewise typing click suspect due unparsable state jscontentassistprocessor dropping back lexemebased location type calculation,8
APSTUD-4187,listen new rubyrails projects run core stubber,new ruby project gets added try run core stubber logic project time use global ruby install one previously stubbedindexed installs detected may introduce reference new ruby install via rvm havent stubbed indexed meaning wont populated install restart,8
APSTUD-4189,add dynamic help,update examples better formatting display metadata help view see aptana studio example paneltitleproperties name description parameters parametername parametertype parameterdescription returns returnvalue remarks remarks example example supported platforms browserplatform browserversion specification specificationname specificationversion see also javascript core reference html dom reference html dom reference titanium mobile reference applicable panel hover dynamic help functions identical properties except shows method signature see information contribute dynamic help see scriptdochelper jsfilelanguageservice majority implementation including top content list resources bottom suggest try running code blocks formatter,20
APSTUD-4191,download docs guides eclipse help book part build process,export text eclipse help file using wiki export process embed built product clear export done automatically done demand demand would okay,13
APSTUD-4193,add icon open html docs current content assist entry language,amend current hover tooltip add link html documentation specified item available core html javascript css functionality documentation provided standard metadata files url constructed point instudio help see studio example code param topics param lowername private void addselectorhelptopicsarraylist topics arraylist generaltopics string lowername elementmetadata environmentgetelementlowername string anchor nonnls ifel null anchor elgetfullname string url comaptanaidedocumentationhtmlreferenceapicsselement elgetfullname html nonnls nonnls helpresource new helpresource lowername selector url nonnls nonnls topicsaddhr helpresource index new helpresourcecss selector reference comaptanaidedocumentationhtmlreferenceapicssindexelementshtml anchor nonnls nonnls generaltopicsaddindex code elements like titanium properties perhaps mechanism provide custom resolver generate url could also might provided extension point class property contribution happens see details,13
APSTUD-4194,add dynamic help html,display html metadata help view see aptana studio example,13
APSTUD-4195,add dynamic help css,display css metadata help view see aptana studio example,13
APSTUD-4196,improve additional information popup html,paneltitleelements name description supported platforms browserplatform browserversion panel paneltitleattributes name type description supported platforms browserplatform browserversion panel,8
APSTUD-4197,improve additional information popup css,panel name description supported platforms browserplatform browserversion panel,8
APSTUD-4198,improve additional information popup javascript,paneltitleproperties name typeofproperty boolean description supported platforms browserplatform browserversion panel paneltitlefunctions nameparametername parametertype returntypeoffunction description supported platforms browserplatform browserversion panel,8
APSTUD-4245,add css index content index view,css content indexed web projects information store included index view separate toplevel css node,8
APSTUD-4246,add html index content index view,html content indexed web projects information store included index view separate toplevel html node show classes ids toplevel node content provider label provider html use content assist model nodes view query index content icons,13
APSTUD-4247,git using username useremail gitconfig,noticed commit using gui specifically commit command app explorer gear menu git isnt using username useremail gitconfig home directory running studio beta plugin galileo windows using msysgit commit git bash prompt works fine separate global git config studio easy way sync gitconfig home directory,8
APSTUD-4249,errors upon invoking coffeescript commands,apstud solved however invoking commands listed apstud results scripting console errors steps replicate open aptana studio open coffeescript file select commands coffeescript insert heredoc comment commands coffeescript insert heredoc quotes commands coffeescript insert heredoc quotes actual results scripting console show message cdocumeqatestlocalstempcommandtempsh line columnnumber command found cdocumeqatestlocalstempcommandtempsh line syntax error near unexpected token cdocumeqatestlocalstempcommandtempsh line whitespace columnnumbertoi expected results commands insert relevant heredoc text proposed solution convert commands inline ruby easy complicated,20
APSTUD-4252,studio infers wrong remote path using ftp time,reproduce following steps connect ftp server work remotely select sub folder use function wait little bit let ftp connection timeout something againsave file refresh filter aptana tries enter every file directory dont even double click file selecting file tree makes aptana try enter file folder quote timeout try typing little faster next time reconnecting ftp xxxxxxxxxxxxxxxxxxxx welcome pureftpd privsep tls user number allowed local time server port private system anonymous login ipv connections also welcome server disconnected minutes inactivity ftp user xxxxxx user xxxxxx password required ftp pass user webu group access web current restricted directory ftp pwd current location ftp cwd htdocs current directory htdocs ftp type type bit binary ftp noop zzz ftp type type bit binary ftp cwd htdocssystemfunctionsphp cant change directory htdocssystemfunctionsphp directory ftp pwd htdocs current location ftp pasv entering passive mode ftp list accepted data connection options matches total ftp cwd htdocssystemfunctionsphp cant change directory htdocssystemfunctionsphp directory ftp pwd htdocs current location ftp pasv entering passive mode ftp list accepted data connection options matches total ftp cwd htdocssysteminitializephp cant change directory htdocssysteminitializephp directory quote ftp logs greetings leo,8
APSTUD-4268,studio editor adds superfluous line number,please see capture since upgrading titanium studio ruby editor adds superfluous inactive line number defined construct end file steps replicate open aptana studio open ruby file file studio handles add defined construct function definition statement loop end file actual results editor adds extra line number end construct happen version expected results new line numbers extend end construct,13
APSTUD-4257,refactor hyperlinks,currently single jshyperlink class however class open method contains number strategies used determine locate declaration associated link strategy broken separate hyperlink classes,13
APSTUD-4267,html colorization disappears,open html file twice filesystem node project explorer close one files colorization remaining file disappear steps replicate open aptana studio open html file local filesystem node project explorer open file step project close one file instances actual results colorization disappear remaining file instance expected results colorization remain,5
APSTUD-4269,run ruby application rakefile doesnt work,rightclick rakefile choose run ruby application debug fails,8
APSTUD-4270,npe deploysettingshandler,log ticket apstud shows separate npe issue handler show ftp deployment settings code entry orgeclipseui message unhandled event loop exception stack javalangnullpointerexception comaptanadeployftpinternalhandlersdeploysettingshandlerexecutedeploysettingshandlerjava orgeclipseuiinternalhandlershandlerproxyexecutehandlerproxyjava orgeclipsecorecommandscommandexecutewithcheckscommandjava orgeclipsecorecommandsparameterizedcommandexecutewithchecksparameterizedcommandjava orgeclipseuiinternalhandlershandlerserviceexecutecommandhandlerservicejava orgeclipseuiinternalhandlersslavehandlerserviceexecutecommandslavehandlerservicejava orgeclipseuiinternalhandlersslavehandlerserviceexecutecommandslavehandlerservicejava orgeclipseuimenuscommandcontributionitemhandlewidgetselectioncommandcontributionitemjava orgeclipseuimenuscommandcontributionitemaccesscommandcontributionitemjava orgeclipseuimenuscommandcontributionitemhandleeventcommandcontributionitemjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava comaptanarcpideapplicationstartideapplicationjava orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokeunknown source sunreflectdelegatingmethodaccessorimplinvokeunknown source javalangreflectmethodinvokeunknown source orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjava code,3
APSTUD-4272,double entries content assist dialog,detected buildparticipant branch code editor notice extra newlines code var myvar function myfunction argument code assist code notice displays double entries myvar myfunction,21
APSTUD-4278,determine root cause last time editor scrolling issue occurred,weve seen issue years ago need retrace back old code commits figure happened ideally lead make reproducible test case,13
APSTUD-4281,developer want able turn specific validators build reconcile,need way turn validators individually particular build reconcile stems poor performance validators large builds default reconcile ones currently default build likely csshtml validators well need preference page similar validator pref page maybe reusefix work one suggestion reuse existing pref page instead table top two checkbox columns one build one reconcile lessoptimal solution two separate lists one type interaction perhaps say typing opposed reconcile perhaps userfriendly tasks change pref page add methodsfields participants mark validators use sane preference key scheme store enabledisable create migration function migrate old pref keys new scheme build participants need unchangeable hidden end user like indexing,40
APSTUD-4282,improve unit test coverage participant branch,improve unitests participant branch parserpoolfactory coverage parsestate addproperty tostring parserpool create abstractbuildparticipant reconcilecontext openinputstream unifiedbuilder buildparticipantmanager getallbuildparticipants indexbuildparticipant clean deletefile geturi cssfileindexingparticipant csstaskdetector deletefile cssvalidator htmltidyvalidator htmltaskdetector jsparservalidator jsfileindexingparticipant processparseresults jscafileindexingparticipant index jstaskdetector deletefile indexmanager abstractfileindexingparticipant almost methods filestorebuildcontext getfile getproject buildcontext indexcontainerjob indexprojectjob indexfilesofprojectjob run indexrequestjob getfilecontributors belongsto,40
APSTUD-4285,research heap exception excessive indexing,profiling done already identified large number stringschar held onto indexing think safe assume thats related inferencing need confirmed verified need look happening huge number disk writes occurring inferencing confirmed reindexing referenced project indexing know issue coming inferencing due fact index designed support reads lots writes need determine avoid minimize reading index inferencing,20
APSTUD-4289,indexing stores duplicate user agents properties functions,gathering stats indexing info stored noticed properties functions quite large index looking see large amount user agent added entries many duplicates need switch using set contain user agent elements user agent elements need equals hashcode implementations,8
APSTUD-4292,consider caching useragentelements used indexing,profiling indexing large project noticed large number allocations useragentelements finite list able cache instances thus avoiding large number allocations garbage collection steps,8
APSTUD-4298,consider using special token indicate given type member user agents associated,given number user agents attach inferred types members use custom tag indicate item user agents associated looking large method entry index could cut one entry example may sound significant closurelibrary could potentially shave much index given high number property function counts course would need verified considered upper maximum file size reduction,8
APSTUD-4300,consider improving performance stringutiljoin,profiling noticed large number calls stringutiljoin times method appeared hot spot well believe current implementation improved preallocating char destination size followed copying strings delimiters array similar stringbuilder however avoid number method calls advantage knowing resulting size priori note stringbuilder allow initial capacity defined fwiw made similar changes parsenode child arrays replaced arraylist inline implementation affected performance dramatically,8
APSTUD-4301,reduce number refreshes git index reduce work done refresh,previously thought could entirely remove refreshes files change inside git connected project turns couldnt things get resource change events update changed files dont full batch refresh dont call batch refreshes actions like deleting filesfolder moving files connected filewatcher repo pick file event two index file trigger batch refresh refresh call one process spawn parallel jobs run another process update listings may able reduce number processes low one cases two worst case,8
APSTUD-4302,disable filewatcher hooking projects eclipse refresh using native hooks polling enabled,eclipse install seeing relatively new pref general workspace called refresh using native hooks polling sounds like implemented thing filewatcher start deprecating hooking filewatcher projects use pref implmentation,8
APSTUD-4935,studio reports error loading bundle upon startup,please see capture studio reports error loading bundle upon opening steps replicate open titanium studio actual results studio opens error window write log session eclipsebuildidunknown javaversion javavendorsun microsystems inc bootloader constants oswin archx wswin nlenus commandline arguments win win arch entry orgeclipsecorejobs message internal error occurred loading bundle cdocuments settingsqatestingaptana rublesxmlruble stack orgeclipsecoreruntimeassertionfailedexception assertion failed bundle serialized correctly file cdocuments settingsqatestingaptana rublesxmlrublecacheyml orgeclipsecoreruntimeassertistrueassertjava comaptanascriptingmodelbundlecachercachebundlecacherjava comaptanascriptingmodelbundlecachercachebundlecacherjava comaptanascriptingmodelbundlemanagerbundleloadjobrunbundlemanagerjava orgeclipsecoreinternaljobsworkerrunworkerjava expected results error scenario instead logged file,5
APSTUD-7470,json reformat document command changes empty file,invoking json reformat document command alter empty document steps replicate open titanium studio open saved empty json document select commands json reformat document actual results file tab indicates command altered file expected results operation empty document cause alteration,5
APSTUD-4306,double quotes parsing correctly opening curly brace placed quote,inside embedded php tags php using double quote curly brace closing double quote parser register closing double quote causes problem causes problem parses reg exp explaining cause problem,13
APSTUD-4307,coffeescript compile display error,installed aptana studio clean mac coffeescript installed copied simple helloworldcoffee file new workspace folder opened aptana studio chose commands coffeescript run compile display got error error occurred processing invoke block command compile display applicationsaptana studio configurationorgeclipseosgibundlescpbundlescoffeescriptrublecommandscompileanddisplayjsrb nomethoderror undefined method refreshlocal nilnilclass orgjrubyexceptionsraiseexception nomethoderror undefined method refreshlocal nilnilclass classxaacdefinecommandapplicationsaptana studio configurationorgeclipseosgibundlescpbundlescoffeescriptrublecommandscompileanddisplayjsrb orgjrubyrubyproccallorgjrubyrubyprocjava orgjrubyrubyproccallorgjrubyrubyprocjava appears file successfully updated sure need avoid error need install ruby thanks,3
APSTUD-4309,add logtrace option idelog,number items written log info level however slider set provide astronomical amount data particularly scripting plugin assuming selected particular components debug add logtrace idelog add istraceenabled move isinfoenabled calls use istraceenabled logtrace appropriate show trace items level set chosen debug specific component question contrast current behavior info show components specific one selected,8
APSTUD-4311,create javadocs part build process,aptana studio titanium studio build process need create set javadocs make easier end users navigate understand ideally placed javadocs folder area uploaded part nightly sync set ant tasks use generate docs also need replace default stylesheet jboss one,13
APSTUD-4313,aptana studio crashes open,opening file using open context menu program crash unexpected error tested machines occurs program already running steps reproduce close aptana windows right click php file osx select open aptana program show loading dialogue close unexpectedly hope helps,20
APSTUD-4318,drag drop text longer works,noticed several days ago drag drop text feature longer working nightly build middle deadline project wasnt able troubleshooting however today downloaded release created new workspace made sure enable drag drop text option checked verified working updated build beta verified still working next updated nightly build problem present,13
APSTUD-4322,content assist show dotted properties newstatements,following snippet code var com aptana myfunction function var invoke comaptanamyfunction var instantiate new com code type comaptanamyfunction var invoke declaration get content assist com includes aptana however var instantiate declaration cursor character see list globals note tested content line problem persisted eof issue,3
APSTUD-4325,investigate index file size varies drastically depending languagelevel indexing order,see parent ticket replicate issue ticket figure root cause file related tickets,13
APSTUD-4326,fix antialiasing used validation page,appears icon used attached image needs transparency adjustments made preferences aptana studio validation,3
APSTUD-4327,blank line validation preferences,see attached image blank line one selectable options may used parse errors appears multiple languages javascript,5
APSTUD-4328,problems view update project rebuilt,paste following new html file inside project code html head script typetextjavascript function alertmsgalertpopup script head body form input typebutton valueshow alert box onclickalertmsg form body html code note error gutter around alertmsg problems view save file note change problems view rightclick project choose build note problems view contains corresponding error,13
APSTUD-4329,choose connection dialog wont remember decision,goal single directory project src containing files root site developing local project copy automatically syncs development server via sftp connection dev additional ftp connection prod production server deploy synchronize src setup created two connections linking src dev local dev src prod local prod configured deployment settings rightclick src settings dev configured propertiesfile transferconnection rightclick src refer dev use connection default checked problem change file save choose connection dialog appears local prod prod automatically selected remember decision unchecked select local dev dev check remember decision click synchronization takes place repeat step file steps skipped additional details primary project nature web additional project nature php project contains single directory called src containing files root website developing connection manager lists two connections addition default local dev associates local src directory sftp connection subdirectory development server local prod associates local src directory ftp connection root directory production server completely different domain development server dev server hosted hostmonster shared server know prod server hosted sftp seem available server hence use ftp instead,5
APSTUD-4330,choose connection dialog refers users nonexistent property page propertiessynchronization,rightclick directory project expand deploy menu item select deploy run web deployment wizard configure ftp connection selecting automatically sync changes remote site click allow sync take place change file project save choose connection dialog displays caption underneath remember decision reads follows access setting propertiessynchronization property page far tell property resides propertiesfile transfer property page,1
APSTUD-4335,broken linux links previewappceleratorcom,website xlinux links broken aptana studio,5
APSTUD-4342,outline appears broken,sience days outline view broken happens php files far know added screenshot thanks greetings leo,13
APSTUD-4344,migrate empty selfclosing tag information htmlparsestate html metadata,couple classes handle sniffing document type returning info html tags emptyselfclosingend tags forbidden theyre htmlparsestate htmldocumenttypes use parsing would like use validation well ideally sort information seems like xml metadata html rather supporting utility class two modify html metadata schema toplevel document type new model elements query system replace calls htmlparsestate,20
APSTUD-4350,copying pasting file shows warning turning autobuild,aptana studio installed plugin eclipse package explorer selected file copied pasted normally dialog appear asking name new file however got dialog indicating experience may suffer turning autobuild dismissing dialog got regular file naming dialog looks like eclipse may turn building creation new files via mechanism,8
APSTUD-4354,php namespaces allow nonlocal functions called statically,ive noticed many newer php based frameworks contain autoloader sort allows developers use classes files reference said class trying call class namespace though told proposal would greatly help developer functions class proposed dont namespace defined ive attached couple images help explain asking first image proposals way framework written would great function list even though namespace wasnt called two frameworks allow,13
APSTUD-4356,php unable format string interleaved comments,attached php file code fails plus error code code code php sql select rid record status closed flags echo sql code,13
APSTUD-4357,support usage commonjs modules require method javascript code completion,given following codetitlemymodulejs exportssayhello functionname tiapiinfohello name exportsversion code code var mymodule requiremymodule mymodulesayhellokevin prompts sayhello contextinfo name parameter code present content assist functions properties defined module file would require changing index show individual files require filtering content assist,13
APSTUD-4359,html attribute shows incorrect content assist,following snippet code body onloadmathbody code place cursor character force content assist appear presented proposals show proposals math object,5
APSTUD-4360,fix aptana studio download count aptanacom,pointed download count aptanacom updated time supposedly every time download happens text file written front page reads value process previously worked something gone wrong needs fixing,8
APSTUD-4361,improve text hover javascript,paneltitlepropertiesvariables name type pathtodeclarationlocationa pathtodeclarationlocationb description supported platforms browserplatform browserversion remarks remarks example example specification specificationname specificationversion panel paneltitlefunctions nameparametername parametertype type pathtodeclarationlocationa pathtodeclarationlocationb description supported platforms browserplatform browserversion remarks remarks example example specification specificationname specificationversion panel,8
APSTUD-4362,improve text hover css property names,paneltitlehover name displayname pathtodeclarationlocationa pathtodeclarationlocationb description supported platforms browserplatform browserversion remarks remarks example example specification specificationname specificationversion panel,8
APSTUD-4363,improve text hover html elements,paneltitlehover name displayname pathtodeclarationlocationa pathtodeclarationlocationb description remarks remarks example example specification specificationname specificationversion panel,8
APSTUD-4367,add option format object properties separate lines,trying format bit javascript code formatter used crash noformat function tableoptions var settings options dataview new dataview hrequest null req null noformat collapses properties onto single line add functionality formatter allowing properties formatted one line,20
APSTUD-4368,idelog log using product version version plugin,general logging file care product version opposed version plugin build may change frequently product version update idelog use rcpplugin product version instead,2
APSTUD-4374,enable performance testing build job hudson,need reenable job ensure actually still works,8
APSTUD-4377,html appear commands menu,commands menu contain html steps replicate open titanium studio open commands menu actual results commands menu include html expected results commands menu include html,3
APSTUD-4378,add name errant file error message metadatareaderloadxml,writing following log file least write name documentation file possible something file error occurs line character count anything code build qualifier error error occurred parsing documentation xml file value attribute name associated element type null must contain character javalangexception error occurred parsing documentation xml file value attribute name associated element type null must contain character comaptanaeditorcommoncontentassistmetadatareaderloadxmlmetadatareaderjava comaptanaeditorjscontentassistindexsdocmlfileindexingparticipantindexsdocmlfileindexingparticipantjava comaptanacoreinternalbuildindexbuildparticipantbuildfileindexbuildparticipantjava comaptanacorebuildunifiedbuilderbuildfileunifiedbuilderjava comaptanacorebuildunifiedbuilderbuildfilesunifiedbuilderjava comaptanacorebuildunifiedbuilderfullbuildunifiedbuilderjava comaptanacorebuildunifiedbuilderbuildunifiedbuilderjava orgeclipsecoreinternaleventsbuildmanagerrunbuildmanagerjava orgeclipsecoreruntimesaferunnerrunsaferunnerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerrunbuildmanagerjava orgeclipsecoreruntimesaferunnerrunsaferunnerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildloopbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbuildbuildmanagerjava orgeclipsecoreinternalresourcesworkspacebuildinternalworkspacejava orgeclipsecoreinternalresourcesworkspacebuildworkspacejava comaptanaeditorjsjsmetadataloaderrunjsmetadataloaderjava orgeclipsecoreinternaljobsworkerrunworkerjava code,5
APSTUD-4379,npe jspropertycollectorvisit,seen log file referencing attached file code entry comaptanaeditorerb message build error error occurred indexing downloadinfohtmlerb stack javalangnullpointerexception comaptanaeditorjsinferencingjspropertycollectorvisitjspropertycollectorjava comaptanaeditorjsinferencingjssymbolcollectoraddpropertyvaluejssymbolcollectorjava comaptanaeditorjsinferencingjssymbolcollectorvisitjssymbolcollectorjava comaptanaeditorjsparsingastjsdeclarationnodeacceptjsdeclarationnodejava comaptanaeditorjsparsingastjstreewalkervisitchildrenjstreewalkerjava comaptanaeditorjsparsingastjstreewalkervisitjstreewalkerjava comaptanaeditorjsparsingastjsvarnodeacceptjsvarnodejava comaptanaeditorjsinferencingjssymbolcollectoracceptjssymbolcollectorjava comaptanaeditorjsinferencingjssymbolcollectorvisitjssymbolcollectorjava comaptanaeditorjsparsingastjsparserootnodeacceptjsparserootnodejava comaptanaeditorjsparsingastjsparserootnodegetglobalsjsparserootnodejava comaptanaeditorjscontentassistindexjsfileindexingparticipantgetglobalsjsfileindexingparticipantjava comaptanaeditorjscontentassistindexjsfileindexingparticipantprocessparseresultsjsfileindexingparticipantjava comaptanaeditorhtmlcontentassistindexhtmlfileindexingparticipantprocesshtmlspecialnodehtmlfileindexingparticipantjava comaptanaeditorhtmlcontentassistindexhtmlfileindexingparticipantprocessnodehtmlfileindexingparticipantjava comaptanaeditorhtmlcontentassistindexhtmlfileindexingparticipantwalkasthtmlfileindexingparticipantjava comaptanaeditorerbhtmlrhtmlfileindexingparticipantindexsourcerhtmlfileindexingparticipantjava comaptanaeditorerbhtmlrhtmlfileindexingparticipantindexrhtmlfileindexingparticipantjava comaptanacoreinternalbuildindexbuildparticipantbuildfileindexbuildparticipantjava comaptanacorebuildunifiedbuilderbuildfileunifiedbuilderjava comaptanacorebuildunifiedbuilderbuildfilesunifiedbuilderjava comaptanacorebuildunifiedbuilderfullbuildunifiedbuilderjava comaptanacorebuildunifiedbuilderbuildunifiedbuilderjava orgeclipsecoreinternaleventsbuildmanagerrunbuildmanagerjava orgeclipsecoreruntimesaferunnerrunsaferunnerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerrunbuildmanagerjava orgeclipsecoreruntimesaferunnerrunsaferunnerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbasicbuildloopbuildmanagerjava orgeclipsecoreinternaleventsbuildmanagerbuildbuildmanagerjava orgeclipsecoreinternalresourcesworkspacebuildinternalworkspacejava orgeclipsecoreinternalresourcesworkspacebuildworkspacejava comaptanaeditorjsjsmetadataloaderrunjsmetadataloaderjava orgeclipsecoreinternaljobsworkerrunworkerjava code,13
